Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Depreciation & Amortization,4763000.0,6000000.0,5142000.0,4000000.0,5258000.0,5000000.0,5069000.0,5000000.0,4915000.0,5000000.0,5909000.0,7091000.0
Stock-based compensation,3023000.0,3000000.0,3121000.0,3000000.0,2739000.0,3000000.0,2454000.0,2000000.0,1125000.0,1000000.0,691000.0,593000.0
Operating Cash Flow,51844000.0,,28750000.0,,33282000.0,,27872000.0,,29629000.0,,12521000.0,22675000.0
Capital Expenditure,1549000.0,,1464000.0,,5136000.0,,0.0,,0.0,,0.0,0.0
Acquisitions and disposals,21717000.0,,-23915000.0,,-0.0,,-0.0,,-0.0,,-1368000.0,-0.0
Investment purchases and sales,123719000.0,-135000000,410154000.0,-213000000,60660000.0,-58000000,67149000.0,-65000000,77206000.0,-121000000,198243000.0,294630000.0
Investing Cash flow,-187126000.0,-187000000.0,-61667000.0,-62000000.0,-260155000.0,-260000000.0,-209795000.0,-210000000.0,-197616000.0,-198000000.0,-149865000.0,160328000.0
Issuance (repayment) of debt,-2409000.0,,-50026000.0,,-45547000.0,,-95459000.0,,-163000.0,,-14000.0,-53062000.0
Issuance (buybacks) of shares,-1515000.0,,-1307000.0,,-616000.0,,-455000.0,,-275000.0,,-43000.0,-92000.0
Dividend payments,-14063000.0,,-10524000.0,,-8429000.0,,-4190000.0,,-1566000.0,,-0.0,-28000.0
Financing Cash Flow,136724000.0,137000000.0,56317000.0,56000000.0,221143000.0,221000000.0,186287000.0,186000000.0,32847000.0,33000000.0,191336000.0,-215243000.0
Effect of forex changes on cash,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net cash flow / Change in cash,1442000.0,1000000.0,50111000.0,23000000.0,26711000.0,-6000000.0,32441000.0,4000000.0,28077000.0,-135000000.0,163217000.0,109225000.0
Free Cash Flow,50295000.0,,27286000.0,,28146000.0,,27872000.0,,29629000.0,,12521000.0,22675000.0
Net Cash/Marketcap,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
