Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Revenue,372970373.0,385088209.0,238016498.0,287333241.0,398276205.0,392470972.0
Revenue Growth,-0.0314676890042094,0.617905532750087,-0.17163605167423,-0.278557851579408,0.0147914964778593,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,349873386.0
Gross Profit,0.0,0.0,0.0,0.0,0.0,42597586.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,16483991.0,15163352.0,12773781.0,14966463.0,12831330.0,11599121.0
Operating Expenses,336899635.0,369919452.0,225124661.0,266806811.0,400770250.0,21213980.0
Operating Income,36070738.0,15168757.0,12891837.0,20526430.0,-2494045.0,21383606.0
Interest Expense,8694481.0,7954126.0,5423057.0,5419755.0,5644057.0,7016261.0
Earnings before Tax,0.0,0.0,0.0,0.0,0.0,15452369.0
Income Tax Expense,356000.0,428000.0,198000.0,373000.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,62152.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,17757020.0,7812794.0,7456955.0,11276193.0,-12128449.0,15452369.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,17757020.0,7812794.0,7456955.0,11276193.0,-12128449.0,15452369.0
EPS,0.42,0.2,0.21,0.32,-1.61,-0.65
EPS Diluted,0.42,0.2,0.21,0.32,-1.61,-0.65
Weighted Average Shs Out,42248776.0,38414383.0,35158917.0,34784733.0,18726308.0,
Weighted Average Shs Out (Dil),42783586.0,38925745.0,35376950.0,34957542.0,18726308.0,13421955.0
Dividend per Share,0.0530577310654,0.0257265210981,0.00282669930562,0.00286061302594,0.00534008091718,0.0
Gross Margin,0.0,0.0,0.0,0.0,0.0,0.1085
EBITDA Margin,0.145489609707,0.0813908820563,0.116220443677,0.118339332691,0.023034474279,0.082
EBIT Margin,0.0967120731598,0.0393903439407,0.0541636277667,0.0714377143715,-0.00626209893709,0.0572
Profit Margin,0.047609733334,0.0202883230839,0.0313295719526,0.0392443037943,-0.0304523565499,0.039
Free Cash Flow margin,0.10760894673,0.0758871092831,0.0807240807316,0.0905190012457,0.0617529184301,-0.1602
EBITDA,54263314.0,31342669.0,27662383.0,34002824.0,9174083.0,32083489.0
EBIT,36070738.0,15168757.0,12891837.0,20526430.0,-2494045.0,22468630.0
Consolidated Income,17757020.0,7812794.0,7456955.0,11276193.0,-12128449.0,15514521.0
Earnings Before Tax Margin,0.0,0.0,0.0,0.0,0.0,0.0394
Net Profit Margin,0.047609733334,0.0202883230839,0.0313295719526,0.0392443037943,-0.0304523565499,0.0394
