Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,21137000.0,17462000.0,11738000.0,110022.0,509628.0,165365.0,970035.0,2707722.0,6864992.0
Short-term investments,2551000.0,0.0,0.0,750000.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,23688000.0,17462000.0,11738000.0,860022.0,509628.0,165365.0,970035.0,2707722.0,6864992.0
Receivables,20546000.0,7426000.0,2247000.0,951645.0,831706.0,467337.0,934591.0,2227466.0,857554.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,46085000.0,25472000.0,14752000.0,1140677.0,1579105.0,1339720.0,2589466.0,5942729.0,7564611.0
Property Plant & Equipment Net,430903000.0,170305000.0,38499000.0,522624.0,30646040.0,42565193.0,43682653.0,72137035.0,56180596.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,1822000.0,0.0,0.0,0.0,0.0,0.0,0.0,574160.0,0.0
Tax assets,20825000.0,268000.0,0.0,0.0,4307304.0,0.0,0.0,0.0,0.0
Total non-current assets,434688000.0,170472000.0,38767000.0,2787436.0,30995404.0,43166594.0,44963574.0,75345131.0,60557318.0
Total assets,480773000.0,195944000.0,53519000.0,3928113.0,32574509.0,44506314.0,47553040.0,81287860.0,68121929.0
Payables,47112000.0,10488000.0,5166000.0,1331963.0,975749.0,1932618.0,1831590.0,2050768.0,979933.0
Short-term debt,52513000.0,11000.0,17000.0,6846465.0,0.0,10662904.0,388351.0,1150967.0,208881.0
Total current liabilities,76967000.0,25435000.0,9035000.0,16835676.0,8138875.0,14035478.0,3630957.0,4648023.0,3128246.0
Long-term debt,157804000.0,127794000.0,30226000.0,2712089.0,6840076.0,8111436.0,18947963.0,20129670.0,20229801.0
Total debt,210317000.0,127805000.0,30243000.0,9558554.0,6840076.0,18774340.0,19336314.0,21280637.0,20438682.0
Deferred revenue,14546000.0,6500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,262830000.0,127794000.0,30226000.0,263608.0,8683369.0,24953006.0,31839870.0,26971612.0,20737081.0
Total liabilities,467441000.0,226892000.0,43454000.0,18271801.0,18508346.0,38988484.0,35470827.0,31619635.0,23865327.0
Other comprehensive income,320756000,272335000,233269000,166563184,161891785,121451232,118296679,118146119,0.0
Retained earnings (deficit),-307431000.0,-303288000.0,-223206000.0,-180909658.0,-147828321.0,-115935369.0,-106216305.0,-68479638.0,-49650414.0
Total shareholders equity,13332000.0,-30948000.0,10065000.0,-14343688.0,14066163.0,5517830.0,12082213.0,49668225.0,44170345.0
Investments,4373000.0,0.0,0.0,750000.0,0.0,0.0,0.0,574160.0,0.0
Net Debt,189180000.0,110343000.0,18505000.0,9448532.0,6330448.0,18608975.0,18366279.0,18572915.0,13573690.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-157935.0
Other Liabilities,127644000.0,73663000.0,4193000.0,1172517.0,1686102.0,0.0,0.0,0.0,1939432.0
