Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30
Depreciation & Amortization,16349.0,24528.0,16683.0,10288.0,0.0
Stock-based compensation,952170.0,544549.0,124747.0,394132.0,186900.0
Operating Cash Flow,-6327425.0,-9850850.0,-8019071.0,-5145814.0,-3853069.0
Capital Expenditure,0.0,0.0,0.0,0.0,0.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,0.0,-12649.0,-20956.0,-16762.0,0.0
Issuance (repayment) of debt,0.0,0.0,0.0,0.0,0.0
Issuance (buybacks) of shares,3362379.0,8945336.0,8477133.0,3032942.0,1404177.0
Dividend payments,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,4074188.0,9249480.0,8468777.0,9565407.0,847791.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-2253237.0,-614019.0,428750.0,4402831.0,-3005278.0
Free Cash Flow,-6327425.0,-9850850.0,-8019071.0,-5145814.0,-3853069.0
Net Cash/Marketcap,1.0955,0.399,0.2136,0.0779,0.2069
