Date,2018-12-31,2017-12-31,2016-12-31
Revenue,10355000.0,0.0,0.0
Revenue Growth,0.0,0.0,
Cost of Revenue,1180000.0,0.0,0.0
Gross Profit,9175000.0,0.0,0.0
R&D Expenses,18304000.0,14710000.0,25842000.0
SG&A Expense,61921000.0,13499000.0,27043000.0
Operating Expenses,81405000.0,29209000.0,29390659.0
Operating Income,-71050000.0,-29209000.0,-27043000.0
Interest Expense,1876000.0,1231000.0,-208000.0
Earnings before Tax,0.0,0.0,-27190000.0
Income Tax Expense,0.0,0.0,
Net Income - Non-Controlling int,0.0,0.0,
Net Income - Discontinued ops,0.0,0.0,
Net Income,-72282000.0,-29955000.0,
Preferred Dividends,0.0,0.0,
Net Income Com,-72282000.0,-29955000.0,-27190000.0
EPS,-2.6,-1.4,-1.1
EPS Diluted,-2.6,-1.4,-1.1
Weighted Average Shs Out,27803175.0,21435369.0,24638000.0
Weighted Average Shs Out (Dil),27803175.0,21435369.0,
Dividend per Share,0.0,0.0,
Gross Margin,0.886045388701,0.0,0.0
EBITDA Margin,-6.79594398841,0.0,
EBIT Margin,-6.86141960406,0.0,0.0
Profit Margin,-6.98039594399,0.0,
Free Cash Flow margin,-5.21805890874,0.0,
EBITDA,-70372000.0,-29209000.0,
EBIT,-71050000.0,-29209000.0,-29390659.0
Consolidated Income,-72282000.0,-29955000.0,
Earnings Before Tax Margin,0.0,0.0,0.0
Net Profit Margin,-6.98039594399,0.0,
