Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30,2014-06-30,2013-06-30,2012-06-30,2011-06-30
Revenue,819982000.0,764281000.0,751526000.0,748591000.0,691914000.0,653151000.0,653151000.0,654101000.0,618333000.0
Revenue Growth,0.072880262625919,0.016972134031291,0.00392069901989204,0.0819133591746951,0.0593476852978867,0,-0.00145237509192006,0.0578458532861743,
Cost of Revenue,553103000.0,516038000.0,512494000.0,515311000.0,484139000.0,474187000.0,474187000.0,489962000.0,471668000.0
Gross Profit,266879000.0,248243000.0,239032000.0,233280000.0,207775000.0,178964000.0,178964000.0,164139000.0,146665000.0
R&D Expenses,9998000.0,9442000.0,11029000.0,9511000.0,8212000.0,6638000.0,0.0,0.0,0.0
SG&A Expense,167953000.0,150309000.0,153288000.0,145612000.0,143981000.0,122233000.0,122233000.0,114814000.0,105429000.0
Operating Expenses,177951000.0,159751000.0,164317000.0,155123000.0,152193000.0,128871000.0,122233000.0,114814000.0,105429000.0
Operating Income,98926000.0,97934000.0,85744000.0,87668000.0,63794000.0,56731000.0,56731000.0,49325000.0,41236000.0
Interest Expense,0.0,0.0,0.0,0.0,29889000.0,31383000.0,35771000.0,35700000.0,34595000.0
Earnings before Tax,88070000.0,80543000.0,76761000.0,78763000.0,6308000.0,17848000.0,17848000.0,13114000.0,-7889000.0
Income Tax Expense,23187000.0,15928000.0,-5967000.0,18483000.0,9435000.0,-7043000.0,-7043000.0,6138000.0,5033000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,64883000.0,64615000.0,82728000.0,60280000.0,-3127000.0,24891000.0,24891000.0,6976000.0,-12922000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,64883000.0,64615000.0,82728000.0,60280000.0,-3127000.0,24891000.0,24891000.0,6976000.0,-12922000.0
EPS,1.61,1.63,2.11,1.55,-0.1,0.82,0.82,0.23,-0.19
EPS Diluted,1.61,1.61,2.07,1.51,-0.1,0.82,0.82,0.23,-0.19
Weighted Average Shs Out,40181.0,39524.0,39254000.0,38969000.0,32193.0,30458.0,37811161.0,,
Weighted Average Shs Out (Dil),40385.0,40042.0,39962000.0,39815000.0,32193.0,30458.0,30458000.0,30458000.0,68910000.0
Dividend per Share,397.994304816,395.259977024,0.393073419749,0.391686550295,776.566334296,98.4962899731,0.0,0.0,0.0
Gross Margin,0.325469339571,0.324805928709,0.318062182812,0.311625440327,0.300290209477,0.274000958431,0.274,0.2509,0.2372
EBITDA Margin,0.154579002954,0.163486989733,0.146615020638,0.147261989524,0.125297363545,0.118931150683,0.111,0.101,0.07
EBIT Margin,0.1206441117,0.128138734314,0.114093191719,0.117110678595,0.0921993195686,0.0868574035713,0.0821,0.0746,0.0432
Profit Margin,0.0791273466979,0.0845435121376,0.110080023845,0.0805246122382,-0.00451934778022,0.038109104939,0.038,0.011,-0.021
Free Cash Flow margin,0.0627574751641,0.101409036729,0.00115232207535,0.0649834155099,-0.0297117849906,-0.0283395416986,-0.0283,0.0262,-0.0426
EBITDA,126752000.0,124950000.0,110185000.0,110239000.0,86695000.0,77680000.0,72642000.0,66341000.0,43402000.0
EBIT,98926000.0,97934000.0,85744000.0,87668000.0,63794000.0,56731000.0,53619000.0,48814000.0,26706000.0
Consolidated Income,64883000.0,64615000.0,82728000.0,60280000.0,-3127000.0,24891000.0,24891000.0,6976000.0,-12922000.0
Earnings Before Tax Margin,0.107404796691,0.105384014518,0.102140178783,0.105214997241,0.00911673994167,0.0273259935298,0.0273,0.02,-0.0128
Net Profit Margin,0.0791273466979,0.0845435121376,0.110080023845,0.0805246122382,-0.00451934778022,0.038109104939,0.0381,0.0107,-0.0209
