Date,2019-06-30,2019-06-29,2018-06-30,2017-06-30,2017-06-24,2016-06-30,2016-06-25,2015-06-27,2014-06-28,2013-06-29,2012-06-30,2011-06-25,2010-06-26,2009-06-30
Revenue,1472200000.0,1472200000.0,1630300000.0,1718000000.0,1718200000.0,1667000000.0,1666900000.0,1703000000.0,947539000.0,663588000.0,0.0,0.0,514890000.0,473302000.0
Revenue Growth,0.0,-0.0969760166840459,0.0,-0.000116400884646723,0.0,0.0000599916011758354,0.0,0.0,0.0,0.0,0.0,0.0,0.0878677884310652,0.3109
Cost of Revenue,975100000.0,975100000.0,1150200000.0,1114000000.0,1194600000.0,1000000000.0,1085400000.0,1124300000.0,511459000.0,337784000.0,0.0,0.0,306188000.0,281793000.0
Gross Profit,497100000.0,497100000.0,480100000.0,512000000.0,523600000.0,563000000.0,581500000.0,578700000.0,436080000.0,325804000.0,0.0,0.0,208702000.0,191509000.0
R&D Expenses,341100000.0,341100000.0,363200000.0,292000000.0,292300000.0,311000000.0,311200000.0,293200000.0,192681000.0,144699000.0,0.0,0.0,86552000.0,68026000.0
SG&A Expense,130400000.0,130400000.0,154000000.0,430000000.0,137600000.0,473000000.0,161700000.0,127900000.0,100005000.0,79620000.0,0.0,0.0,60027000.0,54014000.0
Operating Expenses,503400000.0,542000000.0,542000000.0,506800000.0,458900000.0,293700000.0,506300000.0,421100000.0,363594000.0,225113000.0,0.0,0.0,,122040000.0
Operating Income,-6300000.0,-6300000.0,-61900000.0,82000000.0,64700000.0,90000000.0,75200000.0,162200000.0,72486000.0,100691000.0,0.0,0.0,62123000.0,69469000.0
Interest Expense,21200000.0,22200000.0,22200000.0,4800000.0,6000000.0,0.0,4800000.0,3800000.0,0.0,17000.0,0.0,0.0,,7053000.0
Earnings before Tax,-20800000.0,-22600000.0,-81800000.0,61000000.0,61300000.0,76000000.0,75600000.0,160200000.0,74459000.0,101733000.0,0.0,0.0,60257000.0,55342000.0
Income Tax Expense,300000.0,300000.0,40500000.0,-12000000.0,12200000.0,-3000000.0,3400000.0,49800000.0,27770000.0,2800000.0,0.0,9675000.0,7292000.0,7263000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Net Income,-22900000.0,-124100000.0,-124100000.0,72200000.0,48800000.0,46700000.0,72200000.0,110400000.0,46689000.0,98933000.0,0.0,0.0,,48079000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Net Income Com,-22900000.0,-22900000.0,-124100000.0,49000000.0,48800000.0,72000000.0,72200000.0,110400000.0,46689000.0,98933000.0,0.0,0.0,52965000.0,48079000.0
EPS,-0.66,-0.66,-3.63,1.4,1.4,1.97,1.97,2.99,1.34,3.03,0.0,0.0,1.57,1.41
EPS Diluted,-0.66,-0.66,-3.63,1.37,1.37,1.91,1.91,2.84,1.26,2.89,0.0,0.0,1.5,1.35
Weighted Average Shs Out,34600000.0,34498484.0,34200000.0,35000000.0,34800000.0,35000000.0,36600000.0,36900000.0,34761000.0,32658000.0,0.0,0.0,33874001.0,33981000.0
Weighted Average Shs Out (Dil),34600000.0,34200000.0,34200000.0,36600000.0,35600000.0,34800000.0,37900000.0,38900000.0,37105000.0,34239000.0,0.0,0.0,,35577000.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Gross Margin,0.337657926912,0.3377,0.294485677483,0.298,0.304737516005,0.3377,0.348851160837,0.339812096301,0.460223800815,0.490973314768,0.0,0.0,0.4053,0.4046
EBITDA Margin,0.0827333242766,0.038,0.0487026927559,0.111,0.0921895006402,0.101,0.108224848521,0.161714621257,0.0993331145209,0.168081701297,0.0,0.0,,0.145
EBIT Margin,-0.00427930987638,-0.0377,-0.0379684720604,0.0482,0.0376556861832,0.0786,0.0451136840842,0.0952436876101,0.0764992258894,0.151737222493,0.0,0.0,,0.1318
Profit Margin,-0.0155549517729,-0.076,-0.0761209593326,0.043,0.0284018158538,0.049,0.043313936049,0.0648267762772,0.0492739612829,0.14908798833,0.0,0.0,,0.102
Free Cash Flow margin,0.0886428474392,0.068,0.068024290008,0.1368,0.0707135374229,0.098,0.136780850681,0.0893716970053,0.098065620518,0.0808302742063,0.0,0.0,,0.1527
EBITDA,121800000.0,61400000.0,79400000.0,184600000.0,158400000.0,96100000.0,180400000.0,275400000.0,94122000.0,111537000.0,0.0,0.0,,68733000.0
EBIT,-6300000.0,-61400000.0,-61900000.0,80400000.0,64700000.0,74500000.0,75200000.0,162200000.0,72486000.0,100691000.0,0.0,0.0,,62395000.0
Consolidated Income,-22900000.0,-124100000.0,-124100000.0,72200000.0,48800000.0,46700000.0,72200000.0,110400000.0,46689000.0,98933000.0,0.0,0.0,,48079000.0
Earnings Before Tax Margin,-0.0141285151474,-0.0154,-0.0501748144513,0.0355,0.0356768711442,0.0456,0.0453536504889,0.0940692894891,0.0785814620823,0.153307473915,0.0,0.0,0.117,0.1169
Net Profit Margin,-0.0155549517729,-0.0761,-0.0761209593326,0.0433,0.0284018158538,0.0493,0.043313936049,0.0648267762772,0.0492739612829,0.14908798833,0.0,0.0,,0.1016
