Date,2018-12-31,2017-12-31
Cash and cash equivalents,13164000.0,11241000.0
Short-term investments,0.0,0.0
Cash and short-term investments,13164000.0,11241000.0
Receivables,5952000.0,604000.0
Inventories,0.0,0.0
Total current assets,21312000.0,13260000.0
Property Plant & Equipment Net,1566000.0,1343000.0
Goodwill and Intangible Assets,5506000.0,5647000.0
Long-term investments,0.0,0.0
Tax assets,0.0,0.0
Total non-current assets,7575000.0,7130000.0
Total assets,28887000.0,20390000.0
Payables,1279000.0,1772000.0
Short-term debt,0.0,0.0
Total current liabilities,8952000.0,4990000.0
Long-term debt,24617000.0,18809000.0
Total debt,24617000.0,18809000.0
Deferred revenue,0.0,0.0
Tax Liabilities,245000.0,214000.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,26669000.0,20038000.0
Total liabilities,35621000.0,25028000.0
Other comprehensive income,0.0,0.0
Retained earnings (deficit),-152564000.0,-147638000.0
Total shareholders equity,-111966000.0,-96684000.0
Investments,0.0,0.0
Net Debt,11453000.0,7568000.0
Other Assets,2196000.0,1415000.0
Other Liabilities,7673000.0,3218000.0
