Date,2018-12-31,2017-12-31,2016-12-31
Revenue,45645143.0,20697764.0,4382088.0
Revenue Growth,1.2053,3.7233,
Cost of Revenue,9151872.0,-3282309.0,855383.0
Gross Profit,36493271.0,23980073.0,3526705.0
R&D Expenses,0.0,0.0,0.0
SG&A Expense,35084297.0,11492036.0,3422004.0
Operating Expenses,45518871.0,15205108.0,5608998.0
Operating Income,-9025600.0,8774965.0,-2082293.0
Interest Expense,478169.0,260203.0,473961.0
Earnings before Tax,-12120616.0,6885430.0,-13619943.0
Income Tax Expense,1433000.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,804784.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-13553616.0,6885430.0,-13619943.0
Preferred Dividends,0.0,0.0,0.0
Net Income Com,-13553616.0,6885430.0,-13619943.0
EPS,-0.14,0.09,-0.32
EPS Diluted,-0.14,0.09,-0.32
Weighted Average Shs Out,105380000.0,105380000.0,
Weighted Average Shs Out (Dil),99282045.0,76876971.0,42597871.0
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.7995,1.1586,0.8048
EBITDA Margin,-0.166,0.452,-2.718
EBIT Margin,-0.2551,0.3452,-2.9999
Profit Margin,-0.297,0.333,-3.108
Free Cash Flow margin,-1.1713,-1.1769,-0.7313
EBITDA,-7561688.0,9363014.0,-11912090.0
EBIT,-11642447.0,7145633.0,-13145982.0
Consolidated Income,-13553616.0,6885430.0,-12815159.0
Earnings Before Tax Margin,-0.2655,0.3327,-3.1081
Net Profit Margin,-0.2969,0.3327,-3.1081
