Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Revenue,1223700000.0,1224000000.0,1322600000.0,1323000000.0,1307200000.0,1307000000.0,1249200000.0,1249000000.0,1233800000.0,1234000000.0,1205600000.0,1185000000.0,1138800000.0,1116800000.0
Revenue Growth,-0.000245098039215686,-0.0745501285347044,-0.000302343159486017,0.0120869033047736,0.000153022188217291,0.0462696125520333,0.000160128102481986,0.0123196628302804,-0.000162074554294976,0.0235567352355674,0.0173839662447257,0.0405690200210748,0.0196991404011461,0.0
Cost of Revenue,0.0,364000000.0,0.0,378000000.0,0.0,389000000.0,0.0,423000000.0,120700000.0,409000000.0,0.0,0.0,0.0,0.0
Gross Profit,0.0,860000000.0,0.0,945000000.0,0.0,919000000.0,0.0,826000000.0,1113100000.0,824000000.0,0.0,0.0,0.0,0.0
R&D Expenses,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
SG&A Expense,136300000.0,,126500000.0,,142200000.0,,130400000.0,,125000000.0,,117400000.0,115300000.0,132700000.0,126600000.0
Operating Expenses,809200000.0,446000000.0,856100000.0,430000000.0,829700000.0,437000000.0,853400000.0,430000000.0,835700000.0,417000000.0,791100000.0,711200000.0,746100000.0,676900000.0
Operating Income,414500000.0,414000000.0,466500000.0,516000000.0,477500000.0,481000000.0,395800000.0,396000000.0,398100000.0,407000000.0,414500000.0,473800000.0,392700000.0,439900000.0
Interest Expense,175700000.0,176000000.0,171000000.0,171000000.0,182800000.0,183000000.0,176400000.0,176000000.0,165500000.0,166000000.0,163400000.0,161500000.0,151300000.0,142900000.0
Earnings before Tax,240900000.0,,298000000.0,,302800000.0,,222500000.0,,147200000.0,,250700000.0,306500000.0,220400000.0,275300000.0
Income Tax Expense,600000.0,1000000.0,1000000.0,1000000.0,600000.0,1000000.0,500000.0,0000000.0,400000.0,0000000.0,500000.0,500000.0,400000.0,500000.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Net Income,240300000.0,139000000.0,297000000.0,297000000.0,302200000.0,302000000.0,222000000.0,222000000.0,233600000.0,234000000.0,253700000.0,306000000.0,220000000.0,238400000.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Net Income Com,240300000.0,139000000.0,297000000.0,297000000.0,302200000.0,302000000.0,222000000.0,222000000.0,233600000.0,234000000.0,253700000.0,306000000.0,220000000.0,238400000.0
EPS,0.0,0.55,0.0,1.16,0.0,1.18,0.0,0.87,0.0,0.94,0.96,1.37,1.09,0.0
EPS Diluted,0.0,0.55,0.0,1.16,0.0,1.18,0.0,0.87,0.0,0.94,0.96,1.37,1.09,0.0
Weighted Average Shs Out,0.0,000000.0,250300000.0,250000000.0,250300000.0,250000000.0,0.0,249000000.0,0.0,243000000.0,220500000.0,0.0,0.0,0.0
Weighted Average Shs Out (Dil),0.0,000000.0,250300000.0,250000000.0,250300000.0,250000000.0,0.0,249000000.0,0.0,243000000.0,220500000.0,0.0,0.0,0.0
Dividend per Share,0.0,,0.408310027966,,0.408310027966,,0.0,,0.0,,2.42131519274,0.0,0.0,0.0
Gross Margin,0.0,0.70261437908497,0.0,0.71428571428571,0.0,0.70313695485845,0.0,0.6613290632506,0.902172151078,0.6677471636953,0.0,0.0,0.0,0.0
EBITDA Margin,0.627686524475,0.62173202614379,0.602903372146,0.59863945578231,0.610006119951,0.61438408569243,0.582132564841,0.57886309047238,0.561274112498,0.4870340356564,0.573656270737,0.618143459916,0.550755180892,0.596257163324
EBIT Margin,0.338726812127,0.25816993464052,0.352714350522,0.35449735449735,0.365284577723,0.37184391736802,0.316842779379,0.31865492393915,0.322661695575,0.32414910858995,0.343812209688,0.399831223629,0.344836670179,0.393893266476
Profit Margin,0.196371659721,0.11356209150327,0.2245576894,0.22448979591837,0.231181150551,0.23106350420811,0.177713736792,0.177742193755,0.189333765602,0.18962722852512,0.210434638354,0.258227848101,0.193185809624,0.213467048711
Free Cash Flow margin,0.0644765873989,,-0.0539845758355,,0.00795593635251,,0.161623439001,,0.088507051386,,0.198656270737,0.29417721519,0.273709167545,0.212571633238
EBITDA,768100000.0,761000000.0,797400000.0,792000000.0,797400000.0,803000000.0,727200000.0,723000000.0,692500000.0,601000000.0,691600000.0,732500000.0,627200000.0,665900000.0
EBIT,414500000.0,316000000,466500000.0,469000000,477500000.0,486000000,395800000.0,398000000,398100000.0,400000000,414500000.0,473800000.0,392700000.0,439900000.0
Consolidated Income,240300000.0,139000000.0,297000000.0,297000000.0,302200000.0,302000000.0,222000000.0,222000000.0,233600000.0,234000000.0,253700000.0,306000000.0,220000000.0,238400000.0
Earnings Before Tax Margin,0.196861975975,0,0.225313775896,0,0.231640146879,0,0.178113992955,0,0.119306208462,0,0.207946250829,0.25864978903,0.193537056551,0.246507879656
Net Profit Margin,0.196371659721,0.11356209150327,0.2245576894,0.22448979591837,0.231181150551,0.23106350420811,0.177713736792,0.177742193755,0.189333765602,0.18962722852512,0.210434638354,0.258227848101,0.193185809624,0.213467048711
