Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Depreciation & Amortization,301837000.0,0.0,176792000.0,202293000.0,174061000.0,162177000.0,124552000.0,70411000.0
Stock-based compensation,729000.0,0.0,5106000.0,13704000.0,4749000.0,4632000.0,0.0,
Operating Cash Flow,133367000.0,0.0,225220000.0,200412000.0,236040000.0,180971000.0,209691000.0,103143000.0
Capital Expenditure,84147000.0,0.0,54584000.0,85026000.0,229251000.0,-210443000.0,-207039000.0,-332821000.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Investing Cash flow,-38062000.0,2179000.0,-47629000.0,-138781000.0,-224109000.0,-209457000.0,-207039000.0,-332821000.0
Issuance (repayment) of debt,-106146000.0,-0.0,-739000.0,-2559000.0,-307607000.0,437180000.0,195959000.0,228621000.0
Issuance (buybacks) of shares,-269000.0,-2179000.0,-103690000.0,-17538000.0,-25406000.0,0.0,0.0,0.0
Dividend payments,-0.0,-0.0,-0.0,-0.0,-0.0,-411907000.0,-219405000.0,-58000.0
Financing Cash Flow,-97215000.0,0.0,-91439000.0,-70602000.0,-9809000.0,25385000.0,-26525000.0,247988000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Net cash flow / Change in cash,-1910000.0,2179000.0,86152000.0,-8971000.0,2122000.0,-3101000.0,-23873000.0,18310000.0
Free Cash Flow,49220000.0,0.0,170636000.0,115386000.0,6789000.0,2652000.0,-229678000.0,
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,-0.5652,-0.5652,-0.5652
