Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Revenue,0.0,,323.0,,188.0,,3198.0,,-106220.0,,-63853.0,0.0
Revenue Growth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cost of Revenue,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Gross Profit,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
R&D Expenses,1390458.0,,1212471.0,,1372688.0,,1197231.0,,1054234.0,,0.0,0.0
SG&A Expense,12413164.0,,11301774.0,,11666515.0,,13347292.0,,10523757.0,,0.0,0.0
Operating Expenses,13803622.0,,12514245.0,,13039203.0,,14544523.0,,11577991.0,,0.0,0.0
Operating Income,8842065.0,,2594952.0,,3065430.0,,2305923.0,,3745224.0,,177050.0,701061.0
Interest Expense,2339220.0,,1850134.0,,1834883.0,,1257199.0,,1261969.0,,3075640.0,3835181.0
Earnings before Tax,8842065.0,,2594952.0,,3065430.0,,2305923.0,,3745224.0,,177050.0,701061.0
Income Tax Expense,4000579.0,,1001596.0,,1134665.0,,-726785.0,,504090.0,,281716.0,154333.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income,4841486.0,5000000.0,1759899.0,2000000.0,1930765.0,2000000.0,3032708.0,3000000.0,3241134.0,3000000.0,-652981.0,-1587.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,548315.0,548315.0
Net Income Com,4841486.0,5000000.0,1759899.0,2000000.0,1930765.0,2000000.0,3032708.0,3000000.0,3241134.0,3000000.0,-652981.0,-1587.0
EPS,0.46,0.46,0.16,0.16,0.17,0.17,0.29,0.29,0.39,0.39,-0.25,0.0
EPS Diluted,0.45,0.45,0.16,0.16,0.17,0.17,0.29,0.29,0.39,0.39,-0.25,0.0
Weighted Average Shs Out,10607217.0,11000000.0,10734748.0,11000000.0,11040159.0,11000000.0,10370795.0,10000000.0,8322811.0,8000000.0,2578339.0,0.0
Weighted Average Shs Out (Dil),10740982.0,11000000.0,10860152.0,11000000.0,11178133.0,11000000.0,10565336.0,11000000.0,8342646.0,8000000.0,2578339.0,0.0
Dividend per Share,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Gross Margin,0.0,,0.0,,0.0,,0.0,,-0.0,,-0.0,0.0
EBITDA Margin,0.0,,11775.1176471,,23295.1968085,,913.614446529,,-34.9945208059,,-14.3130314942,0.0
EBIT Margin,0.0,,8033.90712074,,16305.4787234,,721.051594747,,-35.2591225758,,-2.7727749675,0.0
Profit Margin,0.0,,5448.60371517,,10270.0265957,,948.313946216,,-30.5134061382,,10.2263166962,0.0
Free Cash Flow margin,0.0,,-10400.7213622,,25175.3670213,,471.088180113,,-133.407409151,,449.413386998,0.0
EBITDA,9959903.0,,3803363.0,,4379497.0,,2921739.0,,3717118.0,,913930.0,1484033.0
EBIT,8842065.0,5000000,2594952.0,2000000,3065430.0,2000000,2305923.0,3000000,3745224.0,3000000,177050.0,701061.0
Consolidated Income,4841486.0,5000000.0,1759899.0,2000000.0,1930765.0,2000000.0,3032708.0,3000000.0,3241134.0,3000000.0,-652981.0,-1587.0
Earnings Before Tax Margin,0.0,,8033.90712074,,16305.4787234,,721.051594747,,-35.2591225758,,-2.7727749675,0.0
Net Profit Margin,0.0,,5448.60371517,,10270.0265957,,948.313946216,,-30.5134061382,,10.2263166962,0.0
