Date,2019-03-31,2018-03-31,2017-03-31
Revenue,170181203.0075,60378001.5492,29906296.8516
Revenue Growth,1.8186,1.0189,
Cost of Revenue,103316541.3534,8793958.172,885307.3463
Gross Profit,66864661.6541,51584043.3772,29020989.5052
R&D Expenses,11457142.8571,1125484.1208,607196.4018
SG&A Expense,242726315.7895,63533694.8102,22352323.8381
Operating Expenses,500728571.4286,115318357.8621,39577961.0195
Operating Income,-433863909.7744,-63734314.4849,-10556971.5142
Interest Expense,0.0,0.0,0.0
Earnings before Tax,-506105263.1579,-53261037.9551,-7664167.916
Income Tax Expense,9261654.1353,1233927.1882,-2026236.8816
Net Income - Non-Controlling int,11536842.1053,12563129.3571,-38230.8846
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-515366917.2932,-54494965.1433,-5637931.0345
Preferred Dividends,0.0,0.0,0.0
Net Income Com,-515366917.2932,-54494965.1433,-5637931.0345
EPS,-1.9323,-0.3098,-0.045
EPS Diluted,-1.9323,-0.3098,-0.045
Weighted Average Shs Out,151119747.3684,155684945.0039,
Weighted Average Shs Out (Dil),200749929.3233,137336767.622,89197685.907
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.3929,0.8544,0.9704
EBITDA Margin,-2.0805,-0.4795,-0.078
EBIT Margin,-2.9739,-0.8821,-0.2563
Profit Margin,-2.2767,-0.6995,-0.1417
Free Cash Flow margin,-5.147,-3.3031,-1.4184
EBITDA,-470828571.4286,-37392718.8226,-3118440.7796
EBIT,-506105263.1579,-53261037.9551,-7664167.916
Consolidated Income,-503830075.188,-41931835.7862,-5676161.919
Earnings Before Tax Margin,-2.9739,-0.8821,-0.2563
Net Profit Margin,-3.0283,-0.9026,-0.1885
