Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Depreciation & Amortization,2999.0,3854.0,6923.0,6270.0,1325.0,0.0
Stock-based compensation,2216611.0,2443443.0,2804527.0,722934.0,1203663.0,3122944.0
Operating Cash Flow,-7696771.0,-10988063.0,-7376543.0,-10316600.0,-7152576.0,-5533441.0
Capital Expenditure,-3186.0,-3585.0,-2946.0,-11827.0,-54943.0,0.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-3186.0,-3585.0,-2946.0,-11827.0,-54943.0,0.0
Issuance (repayment) of debt,0.0,0.0,-10511.0,10510.0,0.0,-4815.0
Issuance (buybacks) of shares,20441025.0,1331265.0,21932896.0,5651.0,6132.0,0.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,20441025.0,1331265.0,21922385.0,13548707.0,6132.0,20745185.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,12741068.0,-9660383.0,14542896.0,3220280.0,-7201387.0,15211744.0
Free Cash Flow,-7699957.0,-10991648.0,-7379489.0,-10328427.0,-7207519.0,-5533441.0
Net Cash/Marketcap,1.0218,0.2815,2.1523,0.6454,0.3619,0.3683
