Date,2019-03-31,2018-03-31,2017-03-31,2016-03-31,2015-03-31,2014-03-31,2013-03-31,2012-03-31
Cash and cash equivalents,1059696531.7919,686251920.1229,1677816277.8163,365631788.559,203083559.6741,257629666.7502,292807304.9946,1290236062.0822
Short-term investments,4221271676.3006,4854009216.5899,8080157080.1571,8541395124.3061,7932289503.1155,8653052701.9126,7534582742.6867,5338355651.0935
Cash and short-term investments,5280968208.0925,5540261136.7128,9757973357.9734,8907026912.8651,8135373062.7896,8910682368.6628,7827390047.6813,6628591713.1757
Receivables,1445578034.6821,1294362519.2012,928251328.2513,1196219526.9129,1658044416.0409,1610540382.5274,2421381100.5357,1986648786.1636
Inventories,1917716763.0058,1841536098.3103,1497897897.8979,1225877986.966,1401421952.3886,1549954063.3091,1764226145.5476,1398800954.5033
Total current assets,8656705202.3121,8701812596.0061,12187618387.6184,11389406830.7989,11215050327.5284,12204209471.3104,12032456414.8825,10196619796.0834
Property Plant & Equipment Net,16230014450.8671,16153717357.9109,15085439285.4393,14844602341.2986,21381610480.9075,28994003173.8077,30824794270.8813,32128246593.1725
Goodwill and Intangible Assets,111445086.7052,127542242.7035,98221298.2213,95054911.8996,105336315.7054,116662490.6039,122885178.2986,7001005.7783
Long-term investments,706141618.4971,24500768.0492,10703010.703,6517016.6546,4185972.2,1854171.8867,2061893.6284,199656852.1111
Tax assets,1268150289.0173,1423579109.063,1630769230.7692,1648035843.5916,1650087873.4622,1677557838.4699,1272317237.0625,743526534.798
Total non-current assets,19246618497.1098,18401551459.2934,17362870562.8706,16809588462.4668,23322479629.3338,30925148250.2297,32415747712.5868,33380874435.4823
Total assets,27903323699.422,27103364055.2995,29550488950.489,28198995293.2657,34537529956.8621,43129357721.5401,44448204127.4692,43577494231.5657
Payables,5148482658.9595,3933302611.3671,4401232001.232,3812243543.3261,2652069020.6103,3034510983.0452,2893904526.9611,2573372512.6708
Short-term debt,5725578034.6821,6265330261.1367,8107030107.0301,4251568911.4168,4088400702.9877,4216921406.498,4747859864.8723,3500266235.431
Total current liabilities,11054364161.8497,10309032258.0645,12691183491.1835,8172580255.8532,6926362038.6643,7506456193.1011,7805114232.589,6146449208.1961
Long-term debt,5017471098.2659,4115023041.4747,5122876722.8767,7449070721.6993,8273717846.3013,9143489518.0824,9629006425.0078,10781627783.1463
Total debt,10743049132.948,10380353302.6114,13229906829.9068,11700639633.1161,12362118549.289,13360410924.5803,14376866289.8802,14281894018.5773
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,697442196.5318,719293394.7773,401062601.0626,466374004.3447,2550790861.1599,4946913889.5849,4742042379.278,5317332912.6156
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,6271705202.3121,5209431643.6252,5866959266.9593,8316030050.6879,11177104968.8449,14536406915.56,14859386218.4503,16550574871.3195
Total liabilities,17326069364.1618,15518463901.6897,18558142758.1428,16488610306.5412,18103467007.5092,22042863108.6612,22664500451.0392,22697024079.5156
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),4065664739.8844,4659953917.0507,5688611688.6117,2941437364.2288,5391452308.6755,7908310364.9879,8591027080.7636,8173250241.584
Total shareholders equity,8400838150.289,9167434715.8218,8878694078.6941,6202630943.7606,8964994408.0524,11685793034.3272,12529851433.2002,12243063087.9366
Investments,4927413294.7977,4878509984.639,8090860090.8601,8547912140.9607,7936475475.3155,8654906873.7994,7536644636.3151,5538012503.2047
Net Debt,5251745015.8445,9625204650.8635,,,,,,
Other Assets,736994.2196,-210159754.2243,,,,,,
Other Liabilities,180303468.2081,110399385.5607,182921382.9214,108767801.1103,185892315.0663,255023803.5579,163349840.7556,72810460.0943
