Date,2019-10-31,2018-10-31,2017-10-31,2016-10-31,2015-10-31,2014-10-31,2013-10-31,2013-01-31,2012-10-31,2011-10-31,2010-10-31,2009-10-31
Depreciation & Amortization,48294000.0,46972000.0,44763000.0,40150000.0,35205000.0,28700000.0,40745000.0,0.0,19118000.0,22880000.0,26220000.0,29491000.0
Stock-based compensation,2035000.0,1984000.0,1698000.0,1072000.0,1025000.0,579000.0,738000.0,0.0,754000.0,799000.0,646000.0,625000.0
Operating Cash Flow,31246000.0,53226000.0,76315000.0,69361000.0,3501000.0,29583000.0,38813000.0,0.0,20681000.0,20561000.0,29183000.0,20633000.0
Capital Expenditure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3853000.0,-7304000.0
Acquisitions and disposals,-0.0,-62514000.0,-0.0,-0.0,195000.0,-124544000.0,-104470000.0,-0.0,-0.0,-0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,-1033000.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-36977000.0,-109057000.0,-39620000.0,-28316000.0,-27829000.0,-160493000.0,-131393000.0,140000.0,-12725000.0,-18204000.0,-3785000.0,-6290000.0
Issuance (repayment) of debt,-1954000.0,-105000.0,-1779000.0,-1785000.0,-5529000.0,-776000.0,-1963000.0,-0.0,-90000.0,-270000.0,-25684000.0,-16676000.0
Issuance (buybacks) of shares,0.0,-16843000.0,31491000.0,-8696000.0,-13100000.0,-12014000.0,-398000.0,-140000.0,-174000.0,-20000.0,193000.0,250000.0
Dividend payments,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4246000.0,-0.0,-8422000.0,-2004000.0,0.0,0.0
Financing Cash Flow,2864000.0,63700000.0,-37523000.0,-43546000.0,26120000.0,142526000.0,92804000.0,0.0,-7802000.0,-2371000.0,-25491000.0,-16426000.0
Effect of forex changes on cash,344000.0,238000.0,868000.0,-1903000.0,-706000.0,-520000.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-2523000.0,8107000.0,40000.0,-4404000.0,1086000.0,11616000.0,224000.0,140000.0,154000.0,-14000.0,-93000.0,-2083000.0
Free Cash Flow,31246000.0,53226000.0,76315000.0,69361000.0,3501000.0,29583000.0,38813000.0,0.0,20681000.0,20561000.0,25330000.0,13329000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1636,-0.6901
