Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Depreciation & Amortization,27373000.0,32472000.0,31041000.0,15788000.0,16178000.0
Stock-based compensation,5657000.0,4511000.0,53952000.0,1429000.0,340000.0
Operating Cash Flow,-29632000.0,-81148000.0,-70634000.0,-74000000.0,-42135000.0
Capital Expenditure,10546000.0,13636000.0,15780000.0,-8244000.0,-7637000.0
Acquisitions and disposals,-0.0,-0.0,-78725000.0,-201364000.0,7217000.0
Investment purchases and sales,0.0,-360000.0,1244000.0,119346000.0,-225657000.0
Investing Cash flow,-10478000.0,-12275000.0,-88765000.0,-95262000.0,-230077000.0
Issuance (repayment) of debt,-0.0,-0.0,-0.0,-34502000.0,3928000.0
Issuance (buybacks) of shares,-18305000.0,-61660000.0,-160353000.0,200000000.0,260525000.0
Dividend payments,-0.0,-0.0,-0.0,0.0,0.0
Financing Cash Flow,-2159000.0,-5335000.0,313594000.0,171688000.0,258845000.0
Effect of forex changes on cash,-300000.0,65000.0,169000.0,-136000.0,49000.0
Net cash flow / Change in cash,-42569000.0,-98693000.0,154364000.0,2290000.0,-13318000.0
Free Cash Flow,-40178000.0,-94784000.0,-86414000.0,-82244000.0,-49772000.0
Net Cash/Marketcap,0.0,0.0,0.0,-0.0583,-0.0583
