Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31,2010-12-31
Depreciation & Amortization,467000000.0,467000000.0,572000000.0,572000000.0,917000000.0,917000000.0,903000000.0,903000000.0,930000000.0,930000000.0,955000000.0,767000000.0,644000000.0
Stock-based compensation,34000000.0,34000000.0,22000000.0,22000000.0,25000000.0,25000000.0,28000000.0,28000000.0,43000000.0,43000000.0,35000000.0,29000000.0,22000000.0
Operating Cash Flow,952000000.0,952000000.0,826000000.0,826000000.0,1209000000.0,1209000000.0,1387000000.0,1387000000.0,1445000000.0,1445000000.0,1147000000.0,1589000000.0,1630000000.0
Capital Expenditure,0.0,-1289000000.0,0.0,-1371000000.0,0.0,-1745000000.0,0.0,-2128000000.0,0.0,-2095000000.0,0.0,0.0,0.0
Acquisitions and disposals,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0,-0.0
Investment purchases and sales,-40000000.0,25000000,-47000000.0,-25000000,-12000000.0,0,28000000.0,39000000,-5000000.0,1000000,-7000000.0,-12000000.0,-14000000.0
Investing Cash flow,-1168000000.0,-1168000000.0,-991000000.0,-991000000.0,-1598000000.0,-1598000000.0,-660000000.0,-660000000.0,-2058000000.0,-2058000000.0,-1159000000.0,-2236000000.0,-1951000000.0
Issuance (repayment) of debt,-0.0,000000.0,-0.0,-575000000.0,-0.0,-3015000000.0,-0.0,-3752000000.0,-0.0,-2614000000.0,-0.0,-0.0,-0.0
Issuance (buybacks) of shares,-12000000.0,,757000000.0,,807000000.0,,-5000000.0,,-5000000.0,,-5000000.0,-1000000.0,20000000.0
Dividend payments,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0,-0.0
Financing Cash Flow,-13000000.0,-13000000.0,715000000.0,715000000.0,380000000.0,380000000.0,-808000000.0,-808000000.0,620000000.0,620000000.0,24000000.0,684000000.0,282000000.0
Effect of forex changes on cash,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net cash flow / Change in cash,-229000000.0,-229000000.0,550000000.0,550000000.0,-9000000.0,-9000000.0,-81000000.0,-81000000.0,7000000.0,7000000.0,12000000.0,37000000.0,-39000000.0
Free Cash Flow,952000000.0,-337000000.0,826000000.0,-545000000.0,1209000000.0,-536000000.0,1387000000.0,-741000000.0,1445000000.0,-650000000.0,1147000000.0,1589000000.0,1630000000.0
Net Cash/Marketcap,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
