Date,2019-06-30,2018-06-30,2018-03-15,2017-06-30,2017-03-15,2016-06-30,2016-03-15,2015-06-30
Depreciation & Amortization,0.0,0.0,0.0,0.0,0.0,,,
Stock-based compensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Operating Cash Flow,-6908318.3099,-5616293.3333,-0.0002,-1024303.8462,-0.0002,-300063.2911,-0.0001,-992318.9522
Capital Expenditure,-1082754.2254,-418935.5556,-0.0002,-139888.4615,0.0,0.0,0.0,0.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0002,58000.7446,0.0,0.0
Investing Cash flow,-1093317.6056,-446059.2593,-0.0002,-139888.4615,0.0002,58000.7446,0.0,0.0
Issuance (repayment) of debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Issuance (buybacks) of shares,6219548.5915,9252981.4815,0.0002,2953872.3077,0.0,0.0,0.0,0.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,5860488.7324,8765784.4444,0.0002,2772331.5385,0.0,0.0,0.0,0.0
Effect of forex changes on cash,164852.1127,38917.037,-0.0002,50291.5385,0.0,-42023.8273,0.0,0.0
Net cash flow / Change in cash,-2141147.1831,2703431.8519,0.0002,1608139.2308,-0.0002,-242062.5465,-0.0001,-992318.9522
Free Cash Flow,-7991072.5352,-6035228.8889,-0.0002,-1164192.3077,-0.0002,-300063.2911,-0.0001,-992318.9522
Net Cash/Marketcap,,,,,,,,
