Date,2018-12-31,2017-12-31
Revenue,65271000.0,46928000.0
Revenue Growth,0.390875383566314,
Cost of Revenue,16689000.0,12313000.0
Gross Profit,48582000.0,34615000.0
R&D Expenses,0.0,0.0
SG&A Expense,34442000.0,24561000.0
Operating Expenses,37857000.0,25994000.0
Operating Income,10725000.0,8621000.0
Interest Expense,181000.0,272000.0
Earnings before Tax,10339000.0,8191000.0
Income Tax Expense,162000.0,15000.0
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,10177000.0,8176000.0
Preferred Dividends,0.0,0.0
Net Income Com,10177000.0,8176000.0
EPS,0.27,0.22
EPS Diluted,0.26,0.22
Weighted Average Shs Out,37735785.0,
Weighted Average Shs Out (Dil),37892118.0,37909628.0
Dividend per Share,0.0,0.0
Gross Margin,0.7443,0.7376
EBITDA Margin,0.219,0.235
EBIT Margin,0.1612,0.1803
Profit Margin,0.156,0.174
Free Cash Flow margin,0.2615,0.1801
EBITDA,14303000.0,11006000.0
EBIT,10520000.0,8463000.0
Consolidated Income,10177000.0,8176000.0
Earnings Before Tax Margin,0.1584,0.1745
Net Profit Margin,0.1559,0.1742
