Date,2018-12-31,2017-12-31
Revenue,43284081.042,18214480.0484
Revenue Growth,1.3764,
Cost of Revenue,20306367.5832,9182134.2201
Gross Profit,22977713.4588,9032345.8283
R&D Expenses,3194645.4414,971735.1874
SG&A Expense,13185094.0666,6395858.5248
Operating Expenses,16379739.508,7367593.7122
Operating Income,6597973.9508,1664752.1161
Interest Expense,14037.6266,27962.5151
Earnings before Tax,25532561.5051,2216747.2793
Income Tax Expense,2145730.8249,590840.3869
Net Income - Non-Controlling int,-17523154.848,-428355.5018
Net Income - Discontinued ops,0.0,0.0
Net Income,23386830.6802,1625906.8924
Preferred Dividends,35046309.6961,856711.0036
Net Income Com,-11659479.0159,769195.8888
EPS,-0.9949,0.0302
EPS Diluted,-0.9949,0.0265
Weighted Average Shs Out,,
Weighted Average Shs Out (Dil),42363453.1114,41173908.4039
Dividend per Share,0.0,0.0
Gross Margin,0.5309,0.4959
EBITDA Margin,0.0863,0.0192
EBIT Margin,0.5902,0.1232
Profit Margin,-0.0389,0.0063
Free Cash Flow margin,-0.2073,-0.0982
EBITDA,25778581.7656,2318319.2261
EBIT,25546599.1317,2244709.7944
Consolidated Income,5863675.8321,1197551.3906
Earnings Before Tax Margin,0.5899,0.1217
Net Profit Margin,0.5403,0.0893
