Date,2018-12-31,2017-12-31
Cash and cash equivalents,92432000.0,
Short-term investments,366952000.0,
Cash and short-term investments,459384000.0,0.0
Receivables,0.0,0.0
Inventories,0.0,0.0
Total current assets,467982000.0,0.0
Property Plant & Equipment Net,8595000.0,0.0
Goodwill and Intangible Assets,754000.0,
Long-term investments,261966000.0,0.0
Tax assets,0.0,
Total non-current assets,305873000.0,
Total assets,773855000.0,5000.0
Payables,12338000.0,0.0
Short-term debt,612000.0,
Total current liabilities,29459000.0,2000.0
Long-term debt,34456000.0,0.0
Total debt,35068000.0,
Deferred revenue,0.0,
Tax Liabilities,920000.0,
Deposit Liabilities,0.0,
Total non-current liabilities,51120000.0,
Total liabilities,70691000.0,2000.0
Other comprehensive income,914265000,
Retained earnings (deficit),-211528000.0,-23000.0
Total shareholders equity,703164000.0,3000.0
Investments,628918000.0,
Net Debt,-57364000.0,
Other Assets,0.0,0.0
Other Liabilities,0.0,
