Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Depreciation & Amortization,0.0,0.0,0.0,0.0,0.0
Stock-based compensation,4131000.0,5273000.0,1718000.0,284000.0,53000.0
Operating Cash Flow,-21911000.0,-26901000.0,-11043000.0,-5433000.0,-195000.0
Capital Expenditure,0.0,0.0,0.0,0.0,0.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,0.0,0.0,0.0,0.0,0.0
Issuance (repayment) of debt,-751000.0,9911000.0,5141000.0,7416000.0,509000.0
Issuance (buybacks) of shares,25234000.0,12582000.0,30278000.0,3000.0,0.0
Dividend payments,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,22392000.0,21341000.0,31456000.0,8736000.0,509000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,481000.0,-5560000.0,20413000.0,3303000.0,314000.0
Free Cash Flow,-21911000.0,-26901000.0,-11043000.0,-5433000.0,-195000.0
Net Cash/Marketcap,0.8243,0.1012,0.3287,-0.0733,-0.0733
