Date,2018-06-30,2018-06,2017-06-30,2017-06,2016-06-30,2016-06,2015-06-30,2015-06,2014-06-30,2014-06,2013-06-30,2012-06-30
Revenue,638318000.0,711000000.0,558524000.0,638000000.0,546951000.0,559000000.0,510179000.0,547000000.0,499690000.0,510000000.0,499690000.0,444388000.0
Revenue Growth,-0.102225035161744,0.272998116464109,-0.124570532915361,0.166466465917422,-0.0215545617173524,0.0956938643103695,-0.0673144424131627,0.0946787007944926,-0.0202156862745098,0.0206327923312454,0.124445304553678,0.0
Cost of Revenue,497526000.0,600000000.0,415739000.0,498000000.0,411517000.0,416000000.0,395476000.0,412000000.0,401419000.0,395000000.0,401419000.0,362356000.0
Gross Profit,140792000.0,112000000.0,142785000.0,141000000.0,135434000.0,143000000.0,114703000.0,135000000.0,98271000.0,115000000.0,98271000.0,82032000.0
R&D Expenses,7898000.0,8000000.0,7937000.0,8000000.0,5942000.0,8000000.0,5222000.0,6000000.0,2834000.0,5000000.0,0.0,0.0
SG&A Expense,102340000.0,122000000.0,76820000.0,102000000.0,73159000.0,77000000.0,65209000.0,73000000.0,61021000.0,65000000.0,63855000.0,56666000.0
Operating Expenses,110238000.0,130000000.0,84757000.0,110000000.0,79101000.0,85000000.0,70431000.0,79000000.0,63855000.0,70000000.0,63855000.0,56666000.0
Operating Income,30554000.0,-19000000.0,58028000.0,31000000.0,56333000.0,58000000.0,44272000.0,56000000.0,34416000.0,44000000.0,34416000.0,25366000.0
Interest Expense,15770000.0,21000000.0,6997000.0,16000000.0,3954000.0,7000000.0,2100000.0,4000000.0,2122000.0,2000000.0,2122000.0,2627000.0
Earnings before Tax,17361000.0,-293000000.0,53854000.0,17000000.0,53865000.0,54000000.0,44674000.0,54000000.0,34550000.0,45000000.0,34550000.0,24740000.0
Income Tax Expense,5985000.0,23000000.0,19088000.0,6000000.0,20382000.0,19000000.0,15674000.0,20000000.0,12222000.0,16000000.0,12222000.0,7759000.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income,11376000.0,-316000000.0,34766000.0,11000000.0,33483000.0,35000000.0,29000000.0,33000000.0,22328000.0,29000000.0,22328000.0,16981000.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income Com,11376000.0,-316000000.0,34766000.0,11000000.0,33483000.0,35000000.0,29000000.0,33000000.0,22328000.0,29000000.0,22328000.0,16981000.0
EPS,0.35,-8.98,1.19,0.35,1.17,1.19,1.04,1.17,0.83,1.04,0.83,0.64
EPS Diluted,0.35,-8.98,1.18,0.35,1.14,1.18,1.02,1.14,0.81,1.02,0.81,0.63
Weighted Average Shs Out,32283000.0,35000000.0,29110000.0,32000000.0,28731000.0,29000000.0,28001000.0,29000000.0,27050000.0,28000000.0,27050000.0,26587000.0
Weighted Average Shs Out (Dil),32632000.0,35000000.0,29581000.0,33000000.0,29247000.0,30000000.0,28563000.0,29000000.0,27450000.0,29000000.0,27450000.0,26812000.0
Dividend per Share,0.239979161559,,0.239478043339,,0.238109891613,,0.238280292686,,0.219162112933,,0.219162112933,0.19882888259
Gross Margin,0.220567178115,0.15752461322082,0.255647026806,0.22100313479624,0.247616331262,0.25581395348837,0.22482893259,0.24680073126143,0.196663931638,0.22549019607843,0.196663931638,0.184595443621
EBITDA Margin,0.10218574441,-0.33614627285513,0.132889544585,0.089341692789969,0.124658333196,0.13237924865832,0.102636525612,0.12797074954296,0.0827713182173,0.1078431372549,0.0827713182173,0.0727022331836
EBIT Margin,0.0478664239454,-0.38255977496484,0.10389526681,0.051724137931034,0.102994600979,0.10912343470483,0.0867773859763,0.10420475319927,0.0688747023154,0.092156862745098,0.0688747023154,0.0570807492552
Profit Margin,0.017821838018,-0.44444444444444,0.0622462060717,0.017241379310345,0.0612175496525,0.062611806797853,0.0568427943918,0.060329067641682,0.0446837038964,0.056862745098039,0.0446837038964,0.0382121029371
Free Cash Flow margin,0.0668538252094,,0.0549716753443,,0.0141255798051,,0.0468678640242,,0.0489383417719,,0.0454461766295,0.027388228305
EBITDA,65227000.0,-239000000.0,74222000.0,57000000.0,68182000.0,74000000.0,52363000.0,70000000.0,41360000.0,55000000.0,41360000.0,32308000.0
EBIT,30554000.0,-272000000,58028000.0,33000000,56333000.0,61000000,44272000.0,57000000,34416000.0,47000000,34416000.0,25366000.0
Consolidated Income,11376000.0,-316000000.0,34766000.0,11000000.0,33483000.0,35000000.0,29000000.0,33000000.0,22328000.0,29000000.0,22328000.0,16981000.0
Earnings Before Tax Margin,0.0271980423551,-0.41209563994374,0.0964219979804,0.026645768025078,0.0984823137722,0.096601073345259,0.0875653447123,0.09872029250457,0.0691428685785,0.088235294117647,0.0691428685785,0.0556720703529
Net Profit Margin,0.017821838018,-0.44444444444444,0.0622462060717,0.017241379310345,0.0612175496525,0.062611806797853,0.0568427943918,0.060329067641682,0.0446837038964,0.056862745098039,0.0446837038964,0.0382121029371
