Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Depreciation & Amortization,222000.0,174000.0,191000.0,156000.0,15000.0,7000.0,6000.0
Stock-based compensation,2667000.0,3194000.0,3083000.0,2088000.0,271000.0,275000.0,58000.0
Operating Cash Flow,-30783000.0,-13243000.0,-27150000.0,-19163000.0,1758000.0,-6670000.0,-5431000.0
Capital Expenditure,0.0,39000.0,3000.0,127000.0,-70000.0,-7000.0,-10000.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
Investment purchases and sales,-8869000.0,17705000.0,19582000.0,2000000.0,0.0,0.0,0.0
Investing Cash flow,-8869000.0,3674000.0,2073000.0,-10917000.0,-70000.0,-7000.0,-10000.0
Issuance (repayment) of debt,-8320000.0,-8850000.0,-2000000.0,-9930000.0,6580000.0,2500000.0,0.0
Issuance (buybacks) of shares,-25136000.0,-25967000.0,-35710000.0,-5169000.0,-1198000.0,0.0,0.0
Dividend payments,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
Financing Cash Flow,35321000.0,3326000.0,19414000.0,36453000.0,31036000.0,6494000.0,3974000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-4331000.0,-6243000.0,-5663000.0,6373000.0,32724000.0,-183000.0,-1467000.0
Free Cash Flow,-30783000.0,-13282000.0,-27153000.0,-19290000.0,1688000.0,-6677000.0,-5441000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.2291,0.2291,0.2291
