Date,2010-12,2009-12,2008-12,2007-12,2006-12
Cash and cash equivalents,0000000.0,0000000.0,1000000.0,4000000.0,000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,1000000.0,0000000.0,1000000.0,1000000.0,000000.0
Inventories,0000000.0,000000.0,1000000.0,1000000.0,000000.0
Total current assets,2000000.0,7000000.0,5000000.0,4000000.0,000000.0
Property Plant & Equipment Net,0000000.0,0000000.0,5000000.0,4000000.0,000000.0
Goodwill and Intangible Assets,0,0,0,0,0
Long-term investments,,,,,
Tax assets,,,,,
Total non-current assets,0000000.0,0000000.0,1000000.0,1000000.0,000000.0
Total assets,4000000.0,13000000.0,12000000.0,12000000.0,000000.0
Payables,0000000.0,0000000.0,1000000.0,1000000.0,000000.0
Short-term debt,2000000.0,0000000.0,0000000.0,1000000.0,000000.0
Total current liabilities,3000000.0,1000000.0,3000000.0,5000000.0,000000.0
Long-term debt,000000.0,000000.0,1000000.0,1000000.0,000000.0
Total debt,000000.0,000000.0,1000000.0,1000000.0,000000.0
Deferred revenue,,,,,
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,0000000.0,0000000.0,1000000.0,1000000.0,000000.0
Total liabilities,3000000.0,1000000.0,4000000.0,6000000.0,000000.0
Other comprehensive income,3000000.0,3000000.0,-3000000.0,-3000000.0,000000.0
Retained earnings (deficit),-10000000.0,1000000.0,3000000.0,2000000.0,000000.0
Total shareholders equity,1000000.0,12000000.0,8000000.0,6000000.0,000000.0
Investments,,,,,
Net Debt,2000000,0,0,-2000000,0
Other Assets,3000000,13000000,3000000,2000000,0
Other Liabilities,1000000,1000000,1000000,3000000,0
