Date,2018-12-31,2017-12-31
Cash and cash equivalents,4441000.0,7377000.0
Short-term investments,0.0,0.0
Cash and short-term investments,4441000.0,7377000.0
Receivables,60389000.0,51579000.0
Inventories,30710000.0,21885000.0
Total current assets,105573000.0,85626000.0
Property Plant & Equipment Net,7965000.0,5221000.0
Goodwill and Intangible Assets,20497000.0,24724000.0
Long-term investments,0.0,0.0
Tax assets,8701000.0,6671000.0
Total non-current assets,36484000.0,35987000.0
Total assets,142057000.0,121613000.0
Payables,29292000.0,23493000.0
Short-term debt,8836000.0,3934000.0
Total current liabilities,66299000.0,54640000.0
Long-term debt,94183000.0,83443000.0
Total debt,103019000.0,87377000.0
Deferred revenue,4311000.0,4247000.0
Tax Liabilities,0.0,0.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,96329000.0,84799000.0
Total liabilities,162628000.0,139439000.0
Other comprehensive income,-221000.0,151000.0
Retained earnings (deficit),-45773000.0,-43400000.0
Total shareholders equity,-20571000.0,-17826000.0
Investments,0.0,0.0
Net Debt,98578000.0,80000000.0
Other Assets,10033000.0,4785000.0
Other Liabilities,28171000.0,27213000.0
