Date,2018-12-31,2017-12-31
Revenue,0.0,
Revenue Growth,0.0,
Cost of Revenue,0.0,
Gross Profit,0.0,523419000.0
R&D Expenses,0.0,
SG&A Expense,0.0,
Operating Expenses,2525364.0,983754000.0
Operating Income,-2525364.0,-66120000.0
Interest Expense,0.0,-138163000.0
Earnings before Tax,2049540.0,
Income Tax Expense,808034.0,
Net Income - Non-Controlling int,0.0,
Net Income - Discontinued ops,0.0,
Net Income,1241506.0,
Preferred Dividends,0.0,
Net Income Com,1241506.0,
EPS,-0.13,
EPS Diluted,-0.13,
Weighted Average Shs Out,86250000.0,
Weighted Average Shs Out (Dil),17706822.0,
Dividend per Share,0.0,
Gross Margin,0.0,
EBITDA Margin,,
EBIT Margin,0.0,
Profit Margin,,
Free Cash Flow margin,0.0,
EBITDA,2049540.0,
EBIT,2049540.0,-66120000.0
Consolidated Income,1241506.0,
Earnings Before Tax Margin,0.0,
Net Profit Margin,0.0,
