Date,2018-12-31,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Depreciation & Amortization,590000.0,-248000.0,1000000.0,-212000.0,1000000.0,-6000.0,1000000.0,155000.0,1000000.0,108000.0,1000000.0,-448000.0,1307000.0
Stock-based compensation,1405000.0,2559000.0,3000000.0,1649000.0,2000000.0,1660000.0,2000000.0,1753000.0,2000000.0,1647000.0,2000000.0,143000.0,39000.0
Operating Cash Flow,59083000.0,85765000.0,,12773000.0,,18085000.0,,20948000.0,,17245000.0,,39381000.0,-10163000.0
Capital Expenditure,530000.0,512000.0,,335000.0,,323000.0,,503000.0,,1182000.0,,1419000.0,508000.0
Acquisitions and disposals,-0.0,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Investment purchases and sales,0.0,0.0,-59000000,0.0,-20000000,0.0,-41000000,0.0,-20000000,-6728000.0,-100000000,0.0,0.0
Investing Cash flow,-348795000.0,-532247000.0,-532000000.0,-339636000.0,-340000000.0,-395784000.0,-396000000.0,-369922000.0,-370000000.0,-240238000.0,-240000000.0,-174664000.0,-155141000.0
Issuance (repayment) of debt,-0.0,-0.0,,-0.0,,-47000.0,,-102046000.0,,-65043000.0,,-2346000.0,-13697000.0
Issuance (buybacks) of shares,-143378000.0,-110888000.0,,-58876000.0,,-51261000.0,,-51767000.0,,-6478000.0,,-52712000.0,65513000.0
Dividend payments,-0.0,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Financing Cash Flow,322202000.0,498494000.0,498000000.0,334478000.0,334000000.0,377193000.0,377000000.0,362699000.0,363000000.0,208316000.0,208000000.0,165200000.0,167132000.0
Effect of forex changes on cash,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net cash flow / Change in cash,32490000.0,52012000.0,52000000.0,7615000.0,8000000.0,-506000.0,-1000000.0,13725000.0,14000000.0,-14677000.0,-15000000.0,29917000.0,1828000.0
Free Cash Flow,58553000.0,85253000.0,,12438000.0,,17762000.0,,20445000.0,,16063000.0,,37962000.0,-10671000.0
Net Cash/Marketcap,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
