Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,253000.0,258000.0,
Stock-based compensation,619000.0,1046000.0,
Operating Cash Flow,-30345000.0,-28759000.0,-9280000.0
Capital Expenditure,-26000.0,-125000.0,
Acquisitions and disposals,0.0,0.0,
Investment purchases and sales,0.0,0.0,
Investing Cash flow,-26000.0,-125000.0,-631000.0
Issuance (repayment) of debt,18833000.0,9631000.0,
Issuance (buybacks) of shares,18000.0,19110000.0,
Dividend payments,0.0,0.0,
Financing Cash Flow,45293000.0,28596000.0,752000.0
Effect of forex changes on cash,-11000.0,-34000.0,-41000.0
Net cash flow / Change in cash,14911000.0,-322000.0,-9200000.0
Free Cash Flow,-30371000.0,-28884000.0,
Net Cash/Marketcap,-0.0434,-0.0434,-0.0434
