Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Revenue,1722962000.0,385000.0,922587000.0,836049000.0,658722000.0
Revenue Growth,4474.22597402597,-0.999582695182135,0.103508287193693,0.269198538989133,
Cost of Revenue,1620366000.0,391495000.0,390820000.0,387421000.0,383164000.0
Gross Profit,102596000.0,-391110000.0,531767000.0,448628000.0,275558000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0
SG&A Expense,98764000.0,167739000.0,69102000.0,79428000.0,88177000.0
Operating Expenses,164249000.0,936249000.0,322400000.0,331979000.0,307381000.0
Operating Income,-4927000.0,118207000.0,209367000.0,116649000.0,-31823000.0
Interest Expense,383595000.0,256970000.0,286048000.0,273736000.0,235812000.0
Earnings before Tax,-66851000.0,-57482000.0,-78239000.0,-160208000.0,-269861000.0
Income Tax Expense,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0
Net Income,-4927000.0,-105337000.0,-78239000.0,-160208000.0,-269861000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0
Net Income Com,-4927000.0,-105337000.0,-78239000.0,-160208000.0,-269861000.0
EPS,-0.01,-0.26,-0.25,-0.53,
EPS Diluted,-0.01,-0.26,-0.25,-0.53,
Weighted Average Shs Out,520376928.69,339423442.0,302116760.0,302116760.0,
Weighted Average Shs Out (Dil),520376928.69,339423442.0,302116760.0,302116760.0,
Dividend per Share,0.442125673364,0.203277061812,0.0,0.0,0.0
Gross Margin,0.0595462929536,-1015.87012987,0.5764,0.5366,0.4183
EBITDA Margin,0.350087233497,1204.12727273,0.515,0.435,0.276
EBIT Margin,-0.00285961036866,307.031168831,0.2252,0.1358,-0.0517
Profit Margin,-0.00285961036866,-273.602597403,-0.085,-0.192,-0.41
Free Cash Flow margin,0.323404694938,664.163636364,0.009,-0.7423,-2.6286
EBITDA,603187000.0,463589000.0,475490000.0,363767000.0,181759000.0
EBIT,-4927000.0,118207000.0,207809000.0,113528000.0,-34049000.0
Consolidated Income,-4927000.0,-105337000.0,-78239000.0,-160208000.0,-269861000.0
Earnings Before Tax Margin,-0.0388000431815,-149.303896104,-0.0848,-0.1916,-0.4097
Net Profit Margin,-0.00285961036866,-273.602597403,-0.0848,-0.1916,-0.4097
