Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2013-02-12,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Revenue,149167000.0,86264000.0,56555000.0,67030000.0,133776000.0,94331000.0,0.0,65664000.0,64622000.0,58060000.0,51836000.0
Revenue Growth,0.729191783362701,0.525311643532844,-0.156273310458004,-0.498938524099988,0.418155219387052,0.0,-1,0.0161245396304664,0.113021012745436,0.120070993132186,-0.4832
Cost of Revenue,55298000.0,33454000.0,97511000.0,173973000.0,54601000.0,41167000.0,0.0,29166000.0,0.0,25385000.0,26068000.0
Gross Profit,93869000.0,52810000.0,-40956000.0,-106943000.0,79175000.0,53164000.0,0.0,36498000.0,0.0,32675000.0,25768000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,12041000.0,16276000.0,13562000.0,11788000.0,13378000.0,12876000.0,0.0,10013000.0,9433000.0,8869000.0,7705000.0
Operating Expenses,36341000.0,31473000.0,32431000.0,34862000.0,39253000.0,38237000.0,0.0,30966000.0,52974000.0,29868000.0,25591000.0
Operating Income,57528000.0,21337000.0,-73387000.0,-141805000.0,39922000.0,14927000.0,0.0,5532000.0,11648000.0,2807000.0,177000.0
Interest Expense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5503000.0,0.0,9106000.0,11346000.0
Earnings before Tax,57821000.0,16006000.0,-96378000.0,-127369000.0,61664000.0,39347000.0,0.0,-18481000.0,13666000.0,1687000.0,-17490000.0
Income Tax Expense,0.0,0.0,0.0,-279000.0,-287000.0,700000.0,0.0,310000.0,-77000.0,-79000.0,1290000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9745000.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21897000.0,0.0,0.0,0.0
Net Income,57821000.0,16006000.0,-96378000.0,-127110000.0,63269000.0,38647000.0,0.0,-18791000.0,13743000.0,1766000.0,-18780000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,57821000.0,16006000.0,-96378000.0,-127110000.0,63269000.0,38647000.0,0.0,-18791000.0,13743000.0,1766000.0,-18780000.0
EPS,0.35,0.1,-0.79,-1.21,0.64,0.42,0.0,-0.2,0.15,0.02,-0.34
EPS Diluted,0.34,0.1,-0.79,-1.21,0.62,0.41,0.0,-0.2,0.15,0.02,-0.34
Weighted Average Shs Out,165635000.0,161141000.0,122132000.0,104605000.0,98835000.0,92451000.0,0.0,92557088.0,0.0,76394121.0,76099117.0
Weighted Average Shs Out (Dil),167689000.0,162844000.0,122132000.0,104605000.0,101468000.0,93538000.0,0.0,92557088.0,0.0,76394121.0,76099117.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.629287979245,0.612190485023,-0.724180001768,-1.5954497986,0.591847566081,0.563589912118,0.0,0.5558,0.0,0.5628,0.4971
EBITDA Margin,0.675263295501,0.55626912733,-0.847617363628,-1.52828584216,0.627877945222,0.455057192227,0.0,0.128,0.403577728947,0.474,0.237
EBIT Margin,0.385661708019,0.247345358435,-1.2976217841,-2.11554527823,0.298424231551,0.158240663197,0.0,-0.1976,0.180248212683,0.1859,-0.1185
Profit Margin,0.387625949439,0.18554669387,-1.70414640615,-1.8963150828,0.472947314914,0.409695646182,0.0,-0.286,0.212667512612,0.03,-0.362
Free Cash Flow margin,0.5363116507,0.441934062877,0.475148085934,0.104117559302,0.719134971893,0.547582449036,0.0,0.204,0.379050478165,0.1559,0.5795
EBITDA,100727000.0,47986000.0,-47937000.0,-102441000.0,83995000.0,42926000.0,0.0,8432000.0,26080000.0,27521000.0,12300000.0
EBIT,57528000.0,21337000.0,-73387000.0,-141805000.0,39922000.0,14927000.0,0.0,-12978000.0,11648000.0,10793000.0,-6144000.0
Consolidated Income,57821000.0,16006000.0,-96378000.0,-127110000.0,63269000.0,38647000.0,0.0,-18791000.0,13743000.0,1766000.0,-28525000.0
Earnings Before Tax Margin,0.387625949439,0.18554669387,-1.70414640615,-1.90017902432,0.460949647171,0.417116324432,0.0,-0.2814,0.211475967937,0.0291,-0.3374
Net Profit Margin,0.387625949439,0.18554669387,-1.70414640615,-1.8963150828,0.472947314914,0.409695646182,0.0,-0.2862,0.212667512612,0.0304,-0.3623
