Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Revenue,368419000.0,368000000.0,392963000.0,393000000.0,393413000.0,393000000.0,390739000.0,391000000.0,391150000.0,391000000.0,385498000.0,395156000.0
Revenue Growth,0.00113858695652174,-0.0635250647007479,-0.000094147582697201,-0.00104978737357434,0.00105089058524173,0.00578647127622275,-0.000667519181585678,-0.000383484596702032,0.000383631713554987,0.0142724475872767,-0.0244409802710828,0.0
Cost of Revenue,251525000.0,163000000.0,255751000.0,166000000.0,250353000.0,162000000.0,244294000.0,166000000.0,234504000.0,164000000.0,231134000.0,223628000.0
Gross Profit,116894000.0,205000000.0,137212000.0,227000000.0,143060000.0,231000000.0,146445000.0,224000000.0,156646000.0,227000000.0,154364000.0,171528000.0
R&D Expenses,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
SG&A Expense,114893000.0,115000000.0,118420000.0,118000000.0,123798000.0,124000000.0,115974000.0,116000000.0,114875000.0,115000000.0,108508000.0,120390000.0
Operating Expenses,114893000.0,203000000.0,118420000.0,208000000.0,123798000.0,212000000.0,115974000.0,194000000.0,114875000.0,192000000.0,108508000.0,120390000.0
Operating Income,2001000.0,2000000.0,18792000.0,19000000.0,19262000.0,19000000.0,30471000.0,30000000.0,41771000.0,35000000.0,45856000.0,51138000.0
Interest Expense,16414000.0,16000000.0,17095000.0,17000000.0,16786000.0,17000000.0,16496000.0,16000000.0,18875000.0,19000000.0,22183000.0,25339000.0
Earnings before Tax,-19239000.0,-19000000.0,1697000.0,2000000.0,2457000.0,2000000.0,14009000.0,14000000.0,19270000.0,19000000.0,18620000.0,24814000.0
Income Tax Expense,88002000.0,88000000.0,591000.0,1000000.0,1357000.0,1000000.0,5910000.0,6000000.0,8782000.0,9000000.0,-91362000.0,-1341000.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income,-107241000.0,-107000000.0,1106000.0,1000000.0,1100000.0,1000000.0,8099000.0,8000000.0,10488000.0,10000000.0,109982000.0,26155000.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income Com,-107241000.0,-107000000.0,1106000.0,1000000.0,1100000.0,1000000.0,8099000.0,8000000.0,10488000.0,10000000.0,109982000.0,26155000.0
EPS,-9.27,-9.27,0.1,0.10,0.1,0.10,0.76,0.76,1.01,1.01,10.74,2.58
EPS Diluted,-9.27,-9.27,0.1,0.10,0.1,0.10,0.72,0.72,0.95,0.95,10.32,2.41
Weighted Average Shs Out,11573435.0,12000000.0,11503296.0,12000000.0,10977341.0,11000000.0,10591351.0,11000000.0,10337339.0,10000000.0,10242573.0,10147561.0
Weighted Average Shs Out (Dil),11573435.0,12000000.0,11555997.0,12000000.0,11386303.0,11000000.0,11308051.0,11000000.0,11093931.0,11000000.0,10660647.0,10843542.0
Dividend per Share,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Gross Margin,0.317285482019,0.5570652173913,0.349172822887,0.57760814249364,0.36363821226,0.58778625954198,0.374789821339,0.57289002557545,0.4004755209,0.58056265984655,0.400427498975,0.434076668455
EBITDA Margin,0.249354674976,0.23369565217391,0.281899313676,0.27735368956743,0.277222664223,0.27226463104326,0.277640573375,0.27877237851662,0.30441518599,0.29411764705882,0.302891324987,0.290882588142
EBIT Margin,0.00543131597447,-0.0081521739130435,0.0478212961526,0.048346055979644,0.0489612697089,0.048346055979644,0.0779830014409,0.076726342710997,0.106790233926,0.097186700767263,0.11895262751,0.129412181518
Profit Margin,-0.291084336041,-0.29076086956522,0.00281451434359,0.0025445292620865,0.00279604385214,0.0025445292620865,0.0207273909182,0.020460358056266,0.0268132430014,0.025575447570332,0.285298497009,0.0661890493881
Free Cash Flow margin,0.00937519509037,,-0.0197295928624,,-0.0307895265281,,-0.016130972337,,-0.0238501853509,,0.0226901306881,0.00310510279485
EBITDA,91867000.0,86000000.0,110776000.0,109000000.0,109063000.0,107000000.0,108485000.0,109000000.0,119072000.0,115000000.0,116764000.0,114944000.0
EBIT,2001000.0,-3000000,18792000.0,19000000,19262000.0,19000000,30471000.0,30000000,41771000.0,38000000,45856000.0,51138000.0
Consolidated Income,-107241000.0,-107000000.0,1106000.0,1000000.0,1100000.0,1000000.0,8099000.0,8000000.0,10488000.0,10000000.0,109982000.0,26155000.0
Earnings Before Tax Margin,-0.0522204337996,-0.051630434782609,0.00431847273153,0.005089058524173,0.00624534522245,0.005089058524173,0.035852576784,0.035805626598465,0.0492649878563,0.048593350383632,0.0483011585015,0.062795452935
Net Profit Margin,-0.291084336041,-0.29076086956522,0.00281451434359,0.0025445292620865,0.00279604385214,0.0025445292620865,0.0207273909182,0.020460358056266,0.0268132430014,0.025575447570332,0.285298497009,0.0661890493881
