Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,9144000000.0,5430000000.0,5164000000.0,5370000000.0
Revenue Growth,0.683977900552486,0.0515104570100697,-0.0383612662942272,
Cost of Revenue,5036000000.0,2935000000.0,2660000000.0,2549000000.0
Gross Profit,4108000000.0,2495000000.0,1687000000.0,1826000000.0
R&D Expenses,0.0,0.0,,
SG&A Expense,926000000.0,600000000.0,1544000000.0,1510000000.0
Operating Expenses,3617000000.0,2297000000.0,4757000000.0,4720000000.0
Operating Income,491000000.0,198000000.0,143000000.0,316000000.0
Interest Expense,572000000.0,193000000.0,-1107000000.0,-1285000000.0
Earnings before Tax,-99000000.0,250000000.0,21351000000.0,-5556000000.0
Income Tax Expense,-45000000.0,504000000.0,1337000000.0,879000000.0
Net Income - Non-Controlling int,-2000000.0,0.0,,
Net Income - Discontinued ops,0.0,0.0,,
Net Income,-54000000.0,-254000000.0,,
Preferred Dividends,0.0,0.0,,
Net Income Com,-54000000.0,-254000000.0,22688000000.0,-4677000000.0
EPS,-0.11,-0.59,53.06,-10.94
EPS Diluted,-0.11,-0.59,53.06,-10.94
Weighted Average Shs Out,504446340.0,428210147.0,428000000.0,428000000.0
Weighted Average Shs Out (Dil),504954371.0,427761460.0,,
Dividend per Share,0.0,0.0,,
Gross Margin,0.4493,0.4595,0.3267,0.34
EBITDA Margin,0.219,0.235,,
EBIT Margin,0.0517,0.0816,0.0788,0.121
Profit Margin,-0.006,-0.047,,
Free Cash Flow margin,0.1029,0.1878,,
EBITDA,2006000000.0,1278000000.0,,
EBIT,473000000.0,443000000.0,407000000.0,650000000.0
Consolidated Income,-56000000.0,-254000000.0,,
Earnings Before Tax Margin,-0.0108,0.046,4.1346,-1.0346
Net Profit Margin,-0.0059,-0.0468,,
