Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30
Depreciation & Amortization,36306.0,32694.0,50097.0,29825.0,2000.0
Stock-based compensation,0.0,0.0,0.0,0.0,
Operating Cash Flow,75952.0,-1484730.0,-1061538.0,-1136983.0,-196000.0
Capital Expenditure,-18918.0,-25916.0,-10676.0,-99908.0,-53000.0
Acquisitions and disposals,0.0,0.0,0.0,12618.0,
Investment purchases and sales,0.0,0.0,0.0,0.0,
Investing Cash flow,-566385.0,-27454.0,-10676.0,-87290.0,-53000.0
Issuance (repayment) of debt,60867.0,-123850.0,-131660.0,126636.0,
Issuance (buybacks) of shares,5148335.0,1432128.0,1687740.0,1104228.0,
Dividend payments,0.0,0.0,0.0,0.0,
Financing Cash Flow,5609202.0,1235870.0,2227905.0,1230864.0,255000.0
Effect of forex changes on cash,-77618.0,132850.0,7457.0,-694.0,0.0
Net cash flow / Change in cash,5041151.0,-143464.0,1163148.0,5898.0,6000.0
Free Cash Flow,57034.0,-1510646.0,-1072214.0,-1236891.0,
Net Cash/Marketcap,0.2199,0.0029,0.0194,0.0194,0.0194
