Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,27511000.0,42937000.0,54200000.0,67115000.0,136313000.0,61814000.0
Short-term investments,7019157000.0,5805010000.0,4825532000.0,3795760000.0,,
Cash and short-term investments,7046668000.0,5847947000.0,4879732000.0,3862875000.0,,
Receivables,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,16741000.0,0.0,0.0,0.0,0.0
Total current assets,7046668000.0,5864688000.0,4879732000.0,3862875000.0,,
Property Plant & Equipment Net,0.0,0.0,0.0,0.0,2595886000.0,1592270000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,,
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,67303000.0,35089000.0,61936000.0,48513000.0,,
Total assets,7113971000.0,5899777000.0,4941668000.0,3911388000.0,2882703000.0,1786100000.0
Payables,0.0,0.0,60533000.0,36196000.0,30486000.0,13263000.0
Short-term debt,135000000.0,290000000.0,48000000.0,0.0,,
Total current liabilities,135000000.0,290000000.0,108533000.0,36196000.0,,
Long-term debt,135000000.0,290000000.0,48000000.0,0.0,,
Total debt,270000000.0,580000000.0,96000000.0,0.0,1253242000.0,991577000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,135000000.0,290000000.0,48000000.0,0.0,,
Total liabilities,3250470000.0,2728835000.0,2458413000.0,1851595000.0,1300019000.0,1012186000.0
Other comprehensive income,4129082000,3381090000,2631845000,2162130000,-266000.0,-128000.0
Retained earnings (deficit),-267651000.0,-214845000.0,-151592000.0,-103453000.0,-54405000.0,-24816000.0
Total shareholders equity,3863501000.0,3170942000.0,2483255000.0,2059793000.0,1582684000.0,773914000.0
Investments,7019157000.0,5805010000.0,4825532000.0,3795760000.0,111354000.0,75940000.0
Net Debt,242489000.0,537063000.0,41800000.0,-67115000.0,,
Other Assets,0.0,0.0,0.0,0.0,,
Other Liabilities,2980470000.0,2148835000.0,2301880000.0,1815399000.0,,
