Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2013-12-31,2012-12-31,2011-12-31
Revenue,7239000.0,6168000.0,6169000.0,9176000.0,0.0,0.0,0.0
Revenue Growth,0.17363813229572,-0.000162100826714216,-0.327702702702703,0.0,0.0,0.0,0.0
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,24358000.0,24127000.0,24034000.0,24042000.0,0.0,0.0,22616000.0
Operating Expenses,24358000.0,24127000.0,24034000.0,24042000.0,0.0,0.0,22616000.0
Operating Income,7768000.0,3293000.0,3207000.0,5997000.0,0.0,0.0,9390000.0
Interest Expense,11600000.0,8795000.0,7735000.0,6520000.0,0.0,0.0,9681000.0
Earnings before Tax,0.0,0.0,3207000.0,0.0,0.0,0.0,9390000.0
Income Tax Expense,1614000.0,5347000.0,897000.0,2343000.0,0.0,0.0,2853000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,7768000.0,3293000.0,2310000.0,5997000.0,0.0,0.0,6537000.0
Preferred Dividends,0.0,0.0,15000.0,210000.0,0.0,0.0,1385000.0
Net Income Com,7768000.0,3293000.0,2310000.0,5997000.0,0.0,0.0,6537000.0
EPS,0.43,0.18,0.12,0.31,0.0,0.0,0.24
EPS Diluted,0.43,0.18,0.12,0.31,0.0,0.0,0.24
Weighted Average Shs Out,17933000.0,18498000.0,18896000.0,18863000.0,0.0,0.0,21184000.0
Weighted Average Shs Out (Dil),18037000.0,18600000.0,18955000.0,18933000.0,0.0,0.0,21205000.0
Dividend per Share,0.0746798248046,0.0598387096774,0.0498549195463,0.0398246448001,0.0,0.0,0.0497052581938
Gross Margin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBITDA Margin,1.30501450477,0.836413748379,0.776787161615,0.875762859634,0.0,0.0,0.0
EBIT Margin,1.07307639177,0.533884565499,0.519857351272,0.653552746295,0.0,0.0,0.0
Profit Margin,1.07307639177,0.533884565499,0.37445290971,0.653552746295,0.0,0.0,0.0
Free Cash Flow margin,1.10291476723,1.24529831388,1.08088831253,1.07149084568,0.0,0.0,0.0
EBITDA,9447000.0,5159000.0,4792000.0,8036000.0,0.0,0.0,10362000.0
EBIT,7768000.0,3293000.0,3207000.0,5997000.0,0.0,0.0,9390000.0
Consolidated Income,7768000.0,3293000.0,2310000.0,5997000.0,0.0,0.0,6537000.0
Earnings Before Tax Margin,0.0,0.0,0.519857351272,0.0,0.0,0.0,0.0
Net Profit Margin,1.07307639177,0.533884565499,0.37445290971,0.653552746295,0.0,0.0,0.0
