Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12
Revenue,343325000.0,343000000.0,258229000.0,258000000.0,309443000.0,309000000.0,402780000.0,403000000.0,427964000.0,428000000.0
Revenue Growth,0.000947521865889213,0.32827838856209,0.000887596899224806,-0.166243863974949,0.0014336569579288,-0.23283181885893,-0.00054590570719603,-0.0583320092344216,-0.0000841121495327103,
Cost of Revenue,198850000.0,199000000.0,179069000.0,179000000.0,165816000.0,166000000.0,218795000.0,219000000.0,190954000.0,191000000.0
Gross Profit,144475000.0,144000000.0,79160000.0,79000000.0,143627000.0,144000000.0,183985000.0,184000000.0,237010000.0,237000000.0
R&D Expenses,0.0,,0.0,,0.0,,0.0,,0.0,
SG&A Expense,15798000.0,16000000.0,20016000.0,20000000.0,21232000.0,21000000.0,22356000.0,22000000.0,26774000.0,27000000.0
Operating Expenses,15798000.0,77000000.0,20016000.0,81000000.0,21232000.0,71000000.0,22356000.0,45000000.0,26774000.0,49000000.0
Operating Income,67632000.0,68000000.0,-2297000.0,-2000000.0,72732000.0,73000000.0,138524000.0,139000000.0,188007000.0,188000000.0
Interest Expense,22857000.0,40000000.0,45096000.0,47000000.0,20018000.0,20000000.0,18250000.0,18000000.0,16684000.0,31000000.0
Earnings before Tax,25354000.0,25000000.0,-49747000.0,-50000000.0,52634000.0,53000000.0,121012000.0,121000000.0,155750000.0,156000000.0
Income Tax Expense,875000.0,1000000.0,806000.0,1000000.0,613000.0,1000000.0,1564000.0,2000000.0,1399000.0,1000000.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,
Net Income,25354000.0,24000000.0,-49747000.0,-51000000.0,0.0,52000000.0,119448000.0,119000000.0,155750000.0,154000000.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,
Net Income Com,25354000.0,24000000.0,-49747000.0,-51000000.0,0.0,52000000.0,119448000.0,119000000.0,155750000.0,154000000.0
EPS,0.28,0.28,-0.58,-0.58,0.61,0.61,1.48,1.48,0.59,1.92
EPS Diluted,0.28,0.28,-0.58,-0.58,0.61,0.61,1.48,1.48,0.59,1.92
Weighted Average Shs Out,86997590.0,87000000.0,86997590.0,87000000.0,85970912.0,86000000.0,80918531.0,81000000.0,79656250.0,80000000.0
Weighted Average Shs Out (Dil),86997590.0,87000000.0,86997590.0,87000000.0,85970912.0,86000000.0,80918531.0,81000000.0,79656250.0,80000000.0
Dividend per Share,0.0,,0.0,,0.0,,0.0,,0.0,
Gross Margin,0.420811184737,0.4198250728863,0.30654961294,0.3062015503876,0.464146870344,0.46601941747573,0.456787824619,0.45657568238213,0.553808264247,0.55373831775701
EBITDA Margin,0.381417024685,0.37026239067055,0.27377250425,0.22868217054264,0.407522548579,0.39805825242718,0.408272506083,0.40446650124069,0.499422848651,0.48831775700935
EBIT Margin,0.196991189107,0.18950437317784,-0.00889520541845,-0.011627906976744,0.235041671649,0.23624595469256,0.343919757684,0.34491315136476,0.439305642531,0.43457943925234
Profit Margin,0.0738483943785,0.06997084548105,-0.192646836722,-0.19767441860465,0.0,0.16828478964401,0.296558915537,0.29528535980149,0.363932480302,0.35981308411215
Free Cash Flow margin,0.202268987111,,0.0961433456351,,-0.396166660742,,-0.00229157356373,,0.207753455898,
EBITDA,130950000.0,127000000.0,70696000.0,59000000.0,126105000.0,123000000.0,164444000.0,163000000.0,213735000.0,209000000.0
EBIT,67632000.0,65000000,-2297000.0,-3000000,72732000.0,73000000,138524000.0,139000000,188007000.0,186000000
Consolidated Income,25354000.0,24000000.0,-49747000.0,-51000000.0,0.0,52000000.0,119448000.0,119000000.0,155750000.0,154000000.0
Earnings Before Tax Margin,0.0738483943785,0.072886297376093,-0.192646836722,-0.1937984496124,0.170092714975,0.17152103559871,0.300441928596,0.30024813895782,0.363932480302,0.36448598130841
Net Profit Margin,0.0738483943785,0.06997084548105,-0.192646836722,-0.19767441860465,0.0,0.16828478964401,0.296558915537,0.29528535980149,0.363932480302,0.35981308411215
