Date,2018-12-31,2017-12-31
Cash and cash equivalents,18892000.0,119000000.0
Short-term investments,0.0,
Cash and short-term investments,18892000.0,119000000.0
Receivables,2643000.0,52000000.0
Inventories,599000.0,4000000.0
Total current assets,25137000.0,175000000.0
Property Plant & Equipment Net,342693000.0,1938000000.0
Goodwill and Intangible Assets,25350000.0,
Long-term investments,0.0,
Tax assets,0.0,
Total non-current assets,388390000.0,
Total assets,413527000.0,2191000000.0
Payables,3574000.0,5000000.0
Short-term debt,35291000.0,
Total current liabilities,47384000.0,407000000.0
Long-term debt,183670000.0,628000000.0
Total debt,218961000.0,
Deferred revenue,0.0,
Tax Liabilities,0.0,
Deposit Liabilities,0.0,
Total non-current liabilities,183670000.0,
Total liabilities,231054000.0,1035000000.0
Other comprehensive income,0.0,
Retained earnings (deficit),22000000.0,
Total shareholders equity,182473000.0,1155000000.0
Investments,0.0,
Net Debt,,
Other Assets,194866000.0,
Other Liabilities,8519000.0,
