Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31,2010-12-31
Revenue,15160600000.0,15161000000.0,11396600000.0,11397000000.0,6416700000.0,6417000000.0,6022100000.0,6022000000.0,4934300000.0,4934000000.0,4681200000.0,4263400000.0,3471100000.0
Revenue Growth,-0.0000263834839390542,0.330309039538108,-0.0000350969553391243,0.776146617420169,-0.0000467508181393174,0.0655751315986118,0.0000166057788110262,0.220436536084146,0.0000608025942440211,0.0540032470306759,0.0979969038795328,0.228256172394918,0.0
Cost of Revenue,4700800000.0,4701000000.0,3816500000.0,3816000000.0,969000000.0,969000000.0,979300000.0,979000000.0,670800000.0,671000000.0,645400000.0,588100000.0,463400000.0
Gross Profit,10459800000.0,10460000000.0,7580100000.0,7580000000.0,5447700000.0,5448000000.0,5042800000.0,5043000000.0,4263500000.0,4264000000.0,4035800000.0,3675300000.0,3007700000.0
R&D Expenses,1763300000.0,1763000000.0,1439800000.0,1440000000.0,1564000000.0,920000000.0,1067500000.0,877000000.0,933400000.0,914000000.0,965500000.0,770700000.0,661500000.0
SG&A Expense,3530900000.0,3531000000.0,3015200000.0,3015000000.0,2341200000.0,1842000000.0,2025800000.0,1782000000.0,1651300000.0,1499000000.0,2114000000.0,1751400000.0,1526300000.0
Operating Expenses,12705400000.0,7063000000.0,10433700000.0,5628000000.0,4997200000.0,3262000000.0,4324100000.0,2903000000.0,3200800000.0,2565000000.0,3732000000.0,3154200000.0,2677000000.0
Operating Income,2455200000.0,3397000000.0,962900000.0,1952000000.0,1419500000.0,2186000000.0,1698000000.0,2140000000.0,1733500000.0,1699000000.0,949200000.0,1109200000.0,794100000.0
Interest Expense,578900000.0,579000000.0,469600000.0,470000000.0,41600000.0,42000000.0,30800000.0,31000000.0,38100000.0,38000000.0,38200000.0,39100000.0,35100000.0
Earnings before Tax,1893400000.0,1893000000.0,486100000.0,486000000.0,1385800000.0,1386000000.0,3336200000.0,3336000000.0,1693600000.0,1694000000.0,911400000.0,1090100000.0,769300000.0
Income Tax Expense,-2357600000.0,-2358000000.0,-126100000.0,-126000000.0,46100000.0,46000000.0,56100000.0,56000000.0,277900000.0,278000000.0,167000000.0,227600000.0,182700000.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
