Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,150089.0,4217704.0,591439.0,0.0
Revenue Growth,-0.964414525059132,6.13125783047787,0.0,
Cost of Revenue,1589.0,2691398.0,384424.0,0.0
Gross Profit,148500.0,1526306.0,207015.0,0.0
R&D Expenses,0.0,0.0,0.0,0.0
SG&A Expense,2201412.0,8141113.0,4437576.0,42027.0
Operating Expenses,3733388.0,12799905.0,5118711.0,386456.0
Operating Income,-3583299.0,-11273599.0,-4911696.0,-386456.0
Interest Expense,258800.0,0.0,0.0,0.0
Earnings before Tax,-3787499.0,-11290457.0,-4915041.0,-386456.0
Income Tax Expense,0.0,688106.0,-755647.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0
Net Income,-14592246.0,-11978563.0,-4159394.0,-386456.0
Preferred Dividends,0.0,0.0,0.0,0.0
Net Income Com,-14592246.0,-11978563.0,-4159394.0,-386456.0
EPS,-18.18,-1.12,-0.7,-1.33
EPS Diluted,-18.18,-1.12,-0.75,-1.33
Weighted Average Shs Out,813705.0,10679898.0,7355577.0,467841.0
Weighted Average Shs Out (Dil),813705.0,10679898.0,5520801.0,278376.0
Dividend per Share,0.0,0.0,0.0,0.0
Gross Margin,0.989412948317,0.36188077684,0.350019190483,0.0
EBITDA Margin,-23.602435888,-2.47610572008,-7.63267048673,
EBIT Margin,-23.8744944666,-2.67292323027,-8.30465356529,0.0
Profit Margin,-97.2239537874,-2.84006724986,-7.03266778146,
Free Cash Flow margin,-23.8421536555,-1.32077594824,-3.41226060507,0.0
EBITDA,-3542466.0,-10443481.0,-4514259.0,-386456.0
EBIT,-3583299.0,-11273599.0,-4911696.0,-386456.0
Consolidated Income,-14592246.0,-11978563.0,-4159394.0,-386456.0
Earnings Before Tax Margin,-25.2350205545,-2.67692019165,-8.31030926266,0.0
Net Profit Margin,-97.2239537874,-2.84006724986,-7.03266778146,0.0
