Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,566666.6667,522208.8836,351578.9474,212812.1607
Stock-based compensation,22049425.2874,5123649.4598,2998947.3684,2464712.2693
Operating Cash Flow,-61234482.7586,-43872749.0996,11156842.1053,-15089033.6591
Capital Expenditure,-714942.5287,-414165.6663,-884210.5263,-297502.7144
Acquisitions and disposals,0.0,0.0,0.0,0.0
Investment purchases and sales,-124401149.4253,-194569027.611,-18947.3684,18435396.3084
Investing Cash flow,-123611494.2529,-194540216.0864,-848421.0526,18254071.6612
Issuance (repayment) of debt,0.0,0.0,0.0,0.0
Issuance (buybacks) of shares,296519540.2299,394212484.994,48915789.4737,258414.7666
Dividend payments,0.0,0.0,0.0,0.0
Financing Cash Flow,281231034.4828,366584633.8535,46969473.6842,258414.7666
Effect of forex changes on cash,7911494.2529,-6959183.6735,-32631.5789,196525.5157
Net cash flow / Change in cash,95735632.1839,128171668.6675,57277894.7368,3423452.7687
Free Cash Flow,-61949425.2874,-44286914.7659,10272631.5789,-15386536.3735
Net Cash/Marketcap,0.1875,0.1471,0.1471,0.1471
