Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,19864000.0,16036000.0,22705000.0,16226000.0,60479000.0
Short-term investments,0.0,0.0,0.0,0.0,
Cash and short-term investments,19864000.0,16036000.0,22705000.0,16226000.0,
Receivables,3340000.0,2932000.0,3008000.0,2122000.0,1151000.0
Inventories,0.0,0.0,0.0,0.0,0.0
Total current assets,23204000.0,18968000.0,25713000.0,18348000.0,
Property Plant & Equipment Net,0.0,0.0,0.0,0.0,628526000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,
Tax assets,0.0,0.0,0.0,0.0,0.0
Total non-current assets,1138006000.0,1036407000.0,1009684000.0,957925000.0,
Total assets,1161210000.0,1055375000.0,1035397000.0,976273000.0,697357000.0
Payables,5765000.0,6226000.0,5551000.0,5106000.0,6693000.0
Short-term debt,0.0,29843000.0,310492000.0,0.0,
Total current liabilities,5765000.0,36069000.0,316043000.0,5106000.0,
Long-term debt,845713000.0,29843000.0,310492000.0,0.0,
Total debt,845713000.0,59686000.0,620984000.0,0.0,486976000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,3859000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,845713000.0,29843000.0,310492000.0,0.0,
Total liabilities,865182000.0,815931000.0,779295000.0,727335000.0,499833000.0
Other comprehensive income,285511000,206227000,261421000,268015000,-306000.0
Retained earnings (deficit),-6764000.0,19288000.0,-14584000.0,-18593000.0,0.0
Total shareholders equity,296028000.0,239444000.0,256102000.0,248938000.0,176243000.0
Investments,0.0,0.0,0.0,0.0,0.0
Net Debt,825849000.0,43650000.0,598279000.0,-16226000.0,
Other Assets,0.0,0.0,0.0,0.0,
Other Liabilities,13704000.0,750019000.0,152760000.0,722229000.0,
