Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Depreciation & Amortization,463218.3908,421368.5474,388421.0526,364820.8469,533898.3051,587345.2545,538258.5752
Stock-based compensation,2339080.4598,2332533.0132,3731578.9474,2410423.4528,-5921307.5061,11078404.4017,2530343.0079
Operating Cash Flow,56968965.5172,-30379351.7407,-33316842.1053,-19534201.9544,-12526634.3826,-7800550.2063,-11406332.4538
Capital Expenditure,-793103.4483,-708283.3133,-250526.3158,-270358.3062,-306295.3995,-184319.1197,-38258.5752
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,-17114942.5287,10423769.5078,-9357894.7368,0.0,0.0,0.0,0.0
Investing Cash flow,-17942528.7356,9663865.5462,-9630526.3158,-300760.0434,-360774.8184,-215955.9835,-46174.1425
Issuance (repayment) of debt,-3352873.5632,2800720.2881,-144210.5263,0.0,4866828.0872,7015130.674,5870712.4011
Issuance (buybacks) of shares,26910344.8276,25780312.1248,6315.7895,58086862.1064,52315980.6295,0.0,0.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,23557471.2644,28567827.1309,-248421.0526,58086862.1064,54345036.3196,6993122.4209,12976253.2982
Effect of forex changes on cash,768965.5172,-2241296.5186,188421.0526,2528773.0727,1852300.2421,0.0,0.0
Net cash flow / Change in cash,62440229.8851,7559423.7695,-43696842.1053,37661237.785,41215496.368,-1033012.3796,1525065.9631
Free Cash Flow,56175862.069,-31087635.054,-33567368.4211,-19804560.2606,-12832929.7821,-7984869.326,-11444591.029
Net Cash/Marketcap,0.5319,0.4556,0.4556,0.4556,0.4556,0.4556,0.4556
