Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Revenue,4226000.0,1476000.0,3314000.0,1021249000.0,962036000.0,1854571000.0,1747712000.0,1809295000.0
Revenue Growth,1.86314363143631,-0.554616777308389,-0.996754953982819,0.061549671737856,-0.48126224339753,0.0611422248059177,-0.0340370144172178,
Cost of Revenue,1093672000.0,1311436000.0,1143472000.0,1021249000.0,962036000.0,0.0,0.0,0.0
Gross Profit,-1089446000.0,-1309960000.0,-1140158000.0,0.0,0.0,1854571000.0,1747712000.0,1809295000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,482800000.0,581017000.0,498224000.0,434041000.0,482637000.0,305056000.0,225159000.0,213688000.0
Operating Expenses,482800000.0,581017000.0,498224000.0,434041000.0,482637000.0,706264000.0,559163000.0,557083000.0
Operating Income,1192268000.0,823514000.0,1160711000.0,1289612000.0,1209988000.0,1148307000.0,1188549000.0,1252212000.0
Interest Expense,1111760000.0,947734000.0,807484000.0,628791000.0,523203000.0,0.0,0.0,0.0
Earnings before Tax,1192268000.0,823514000.0,1160711000.0,1289612000.0,1209988000.0,1150128000.0,1168618000.0,1232231000.0
Income Tax Expense,276342000.0,-364092000.0,394245000.0,465572000.0,443639000.0,427142000.0,453615000.0,464034000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,-1821000.0,19931000.0,19981000.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,915926000.0,1187606000.0,766466000.0,824040000.0,766349000.0,722986000.0,715003000.0,768197000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,915926000.0,1187606000.0,766466000.0,824040000.0,766349000.0,722986000.0,715003000.0,768197000.0
EPS,2.55,3.3,2.14,2.32,2.2,2.09,2.07,3.12
EPS Diluted,2.54,3.3,2.13,2.31,2.15,2.09,2.07,3.12
Weighted Average Shs Out,359861764.0,359613714.0,358280814.0,355102742.0,348723472.0,348710767.0,,
Weighted Average Shs Out (Dil),360672000.0,360292000.0,359078000.0,356163076.0,355722363.0,346177515.0,346164717.0,246056761.0
Dividend per Share,0.499916821932,0.0299840129673,0.0,0.0,0.147069752823,0.0,0.0,0.0
Gross Margin,-257.79602461,-887.506775068,-344.042848521,0.0,0.0,1.0,1.0,1.0
EBITDA Margin,676.936819688,1508.92073171,680.592939046,0.0,0.0,0.698,0.776,0.824
EBIT Margin,282.126833885,557.936314363,350.244719372,0.0,0.0,0.6202,0.6687,0.6811
Profit Margin,216.735920492,804.611111111,231.281231141,0.0,0.0,0.39,0.409,0.425
Free Cash Flow margin,1477.72574539,2551.9004065,1349.76372963,3.82835723707,4.05231612954,-0.1799,0.8248,0.8558
EBITDA,2860735000.0,2227167000.0,2255485000.0,2111394000.0,2034985000.0,1295321000.0,1355967000.0,1490455000.0
EBIT,1192268000.0,823514000.0,1160711000.0,1289612000.0,1209988000.0,1150128000.0,1168618000.0,1232231000.0
Consolidated Income,915926000.0,1187606000.0,766466000.0,824040000.0,766349000.0,721165000.0,734934000.0,788178000.0
Earnings Before Tax Margin,282.126833885,557.936314363,350.244719372,0.0,0.0,0.6202,0.6687,0.6811
Net Profit Margin,216.735920492,804.611111111,231.281231141,0.0,0.0,0.3898,0.4091,0.4246
