Date,2018-12-31,2017-12-31
Revenue,12263000.0,1719000.0
Revenue Growth,6.13379872018615,
Cost of Revenue,7250000.0,2836000.0
Gross Profit,5013000.0,-1117000.0
R&D Expenses,22698000.0,17963000.0
SG&A Expense,23515000.0,11785000.0
Operating Expenses,46213000.0,29748000.0
Operating Income,-41200000.0,-30865000.0
Interest Expense,401000.0,58000.0
Earnings before Tax,-41064000.0,-30589000.0
Income Tax Expense,38000.0,26000.0
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,-41102000.0,-30615000.0
Preferred Dividends,0.0,0.0
Net Income Com,-41102000.0,-30615000.0
EPS,-23.39,-19.71
EPS Diluted,-23.39,-19.71
Weighted Average Shs Out,26907000.0,26907000.0
Weighted Average Shs Out (Dil),1757102.0,1553365.0
Dividend per Share,0.0,0.0
Gross Margin,0.4088,-0.6498
EBITDA Margin,-3.259,-17.489
EBIT Margin,-3.3159,-17.7609
Profit Margin,-3.352,-17.81
Free Cash Flow margin,-3.5429,-17.9011
EBITDA,-39963000.0,-30063000.0
EBIT,-40663000.0,-30531000.0
Consolidated Income,-41102000.0,-30615000.0
Earnings Before Tax Margin,-3.3486,-17.7946
Net Profit Margin,-3.3517,-17.8098
