Date,2019-01-31,2018-01-31,2017-01-31,2016-01-31
Cash and cash equivalents,67940000.0,48208000.0,77882000.0,103353000.0
Short-term investments,107908000.0,0.0,0.0,237000.0
Cash and short-term investments,175848000.0,48208000.0,77882000.0,103590000.0
Receivables,58258000.0,48483000.0,25396000.0,20929000.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,244920000.0,107274000.0,103174000.0,128345000.0
Property Plant & Equipment Net,19625000.0,10204000.0,9172000.0,7841000.0
Goodwill and Intangible Assets,29903000.0,31906000.0,2474000.0,1668000.0
Long-term investments,0.0,5155000.0,0.0,0.0
Tax assets,225000.0,0.0,0.0,
Total non-current assets,54504000.0,48092000.0,17294000.0,
Total assets,299424000.0,155366000.0,120468000.0,143935000.0
Payables,1512000.0,2572000.0,2290000.0,2775000.0
Short-term debt,2963000.0,3983000.0,1869000.0,0.0
Total current liabilities,131853000.0,114810000.0,63511000.0,52997000.0
Long-term debt,10494000.0,12376000.0,958000.0,0.0
Total debt,13457000.0,16359000.0,2827000.0,
Deferred revenue,90565000.0,66404000.0,43036000.0,
Tax Liabilities,1620000.0,0.0,0.0,
Deposit Liabilities,0.0,0.0,0.0,
Total non-current liabilities,14578000.0,13890000.0,1977000.0,
Total liabilities,146431000.0,128700000.0,65488000.0,56055000.0
Other comprehensive income,488779000,471000.0,-489000.0,
Retained earnings (deficit),-336275000.0,-258685000.0,-211530000.0,-172432000.0
Total shareholders equity,152993000.0,26666000.0,54980000.0,87868000.0
Investments,107908000.0,5155000.0,0.0,-107464000.0
Net Debt,-54483000.0,-31849000.0,-75055000.0,
Other Assets,0.0,10583000.0,-104000.0,
Other Liabilities,0.0,108255000.0,59352000.0,50222000.0
