Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,57158000.0,44273000.0,27311000.0,
Revenue Growth,0.291035168161182,0.621068433964337,0.0,
Cost of Revenue,0.0,0.0,0.0,
Gross Profit,57158000.0,44273000.0,27311000.0,22654922.0
R&D Expenses,0.0,0.0,0.0,
SG&A Expense,29509000.0,24980000.0,14144000.0,
Operating Expenses,36669000.0,30124000.0,16963000.0,17741248.0
Operating Income,20489000.0,14149000.0,10348000.0,21612000.0
Interest Expense,0.0,0.0,0.0,0.0
Earnings before Tax,20489000.0,14149000.0,10348000.0,
Income Tax Expense,5996000.0,8889000.0,4436000.0,1712000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,
Net Income - Discontinued ops,0.0,0.0,0.0,
Net Income,14493000.0,5260000.0,5912000.0,
Preferred Dividends,0.0,0.0,0.0,
Net Income Com,14493000.0,5260000.0,5912000.0,7452000.0
EPS,1.5,0.81,1.1,0.76
EPS Diluted,1.5,0.81,1.09,0.76
Weighted Average Shs Out,10869275.0,9769722.0,10000000.0,
Weighted Average Shs Out (Dil),9692009.0,6520230.0,5441085.0,
Dividend per Share,0.0,0.0,0.0,
Gross Margin,1.0,1.0,1.0,
EBITDA Margin,0.395,0.356,0.412,
EBIT Margin,0.3585,0.3196,0.3789,
Profit Margin,0.254,0.119,0.216,
Free Cash Flow margin,0.0914,0.2024,0.2235,
EBITDA,22595000.0,15761000.0,11244000.0,
EBIT,20489000.0,14149000.0,10348000.0,0.0
Consolidated Income,14493000.0,5260000.0,5912000.0,
Earnings Before Tax Margin,0.3585,0.3196,0.3789,
Net Profit Margin,0.2536,0.1188,0.2165,
