Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Depreciation & Amortization,137860000.0,122240000.0,96272000.0,248627000.0,93270000.0,6163000.0,404000.0
Stock-based compensation,7891000.0,9301000.0,6216000.0,4635000.0,256000.0,43000.0,3000.0
Operating Cash Flow,225093000.0,112746000.0,6405000.0,80299000.0,23266000.0,12438000.0,-3381000.0
Capital Expenditure,0.0,0.0,0.0,0.0,0.0,-242427000.0,-47535000.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,754000.0,-651847000.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-266250000.0,-292469000.0,-89318000.0,-437268000.0,-733189000.0,-894274000.0,-47535000.0
Issuance (repayment) of debt,-506000.0,-453000.0,-24045000.0,-485317000.0,-213000.0,380691000.0,0.0
Issuance (buybacks) of shares,-5959000.0,-17224000.0,-76868000.0,255595000.0,482508000.0,583597000.0,69554000.0
Dividend payments,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Financing Cash Flow,29892000.0,-4282000.0,99737000.0,473857000.0,667931000.0,964288000.0,68916000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-11265000.0,17224000.0,201229000.0,184405000.0,67517000.0,82452000.0,18000000.0
Free Cash Flow,225093000.0,112746000.0,6405000.0,80299000.0,23266000.0,-229989000.0,-50916000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.02,0.02
