Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Depreciation & Amortization,2904000.0,3018000.0,2833000.0,2560000.0,2155000.0,1636000.0,1635000.0,1663000.0,1684000.0,1688000.0
Stock-based compensation,6000.0,12000.0,29000.0,56000.0,80000.0,118000.0,233000.0,197000.0,120000.0,0.0
Operating Cash Flow,3057000.0,1248000.0,2587000.0,1891000.0,54000.0,1258000.0,1988000.0,2798000.0,91000.0,3019000.0
Capital Expenditure,3137000.0,1789000.0,2998000.0,8523000.0,6790000.0,2370000.0,1465000.0,1414000.0,-387000.0,-217000.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-4378000.0,-1710000.0,-2998000.0,-8523000.0,-9898000.0,-2345000.0,-1422000.0,-1038000.0,-387000.0,-217000.0
Issuance (repayment) of debt,-566000.0,-536000.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1000.0,-1000.0
Issuance (buybacks) of shares,-1406000.0,-1025000.0,-2299000.0,-1814000.0,-4329000.0,-9798000.0,-7888000.0,-7324000.0,0.0,0.0
Dividend payments,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Financing Cash Flow,-622000.0,-812000.0,896000.0,4117000.0,4375000.0,2997000.0,-2000.0,-1000.0,-1000.0,-1000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-1943000.0,-1274000.0,485000.0,-2515000.0,-5469000.0,1910000.0,564000.0,1759000.0,-297000.0,2801000.0
Free Cash Flow,-80000.0,-541000.0,-411000.0,-6632000.0,-6736000.0,-1112000.0,523000.0,1384000.0,-296000.0,2802000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5139,0.7051
