Date,2018-12-31,2017-12-31
Depreciation & Amortization,5185000.0,5284000.0
Stock-based compensation,0.0,0.0
Operating Cash Flow,26920000.0,35324000.0
Capital Expenditure,-3008000.0,-8851000.0
Acquisitions and disposals,0.0,0.0
Investment purchases and sales,-183907000.0,-143902000.0
Investing Cash flow,-184092000.0,-148079000.0
Issuance (repayment) of debt,15270000.0,-11366000.0
Issuance (buybacks) of shares,0.0,0.0
Dividend payments,-30045000.0,-7874000.0
Financing Cash Flow,108598000.0,43918000.0
Effect of forex changes on cash,0.0,0.0
Net cash flow / Change in cash,-48574000.0,-68837000.0
Free Cash Flow,23912000.0,26473000.0
Net Cash/Marketcap,,
