Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Depreciation & Amortization,6000.0,5000.0,7000.0,9000.0,9000.0,10000.0
Stock-based compensation,889000.0,800000.0,508000.0,220000.0,24000.0,479000.0
Operating Cash Flow,-3550000.0,-2182000.0,-1533000.0,-1480000.0,-900000.0,-602000.0
Capital Expenditure,-8000.0,0.0,-8000.0,-1000.0,-4000.0,-5000.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-8000.0,0.0,-8000.0,-1000.0,-4000.0,-5000.0
Issuance (repayment) of debt,0.0,1380000.0,0.0,0.0,900000.0,600000.0
Issuance (buybacks) of shares,94000.0,5056000.0,33000.0,3005000.0,0.0,0.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,94000.0,6436000.0,33000.0,3005000.0,900000.0,600000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-3466000.0,4254000.0,-1508000.0,1524000.0,-4000.0,-7000.0
Free Cash Flow,-3558000.0,-2182000.0,-1541000.0,-1481000.0,-904000.0,-607000.0
Net Cash/Marketcap,0.0618,0.2555,0.0067,0.1272,0.9738,0.9738
