Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2013-03-31,2013-03-25,2012-12-31,2011-12-31,2010-12-31
Revenue,2797541000.0,,2443154000.0,,2345277000.0,,2085122000.0,,2158532000.0,,0.0,0.0,2060901000.0,1906574000.0,0.0
Revenue Growth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0809446682898225,0.0,0.0
Cost of Revenue,2300178000.0,,1065097000.0,,977833000.0,,772049000.0,,793932000.0,,0.0,0.0,999446000.0,1244401000.0,0.0
Gross Profit,497363000.0,,1378057000.0,,1367444000.0,,1313073000.0,,1364600000.0,,0.0,0.0,1061455000.0,11765000.0,0.0
R&D Expenses,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0
SG&A Expense,352137000.0,,336294000.0,,363709000.0,,329792000.0,,315265000.0,,0.0,0.0,263652000.0,197497000.0,0.0
Operating Expenses,352137000.0,,336294000.0,,363709000.0,,329792000.0,,315265000.0,,0.0,0.0,263652000.0,197497000.0,0.0
Operating Income,-429411000.0,,490854000.0,,480594000.0,,537702000.0,,532666000.0,,0.0,0.0,408438000.0,21329000.0,0.0
Interest Expense,0.0,59000000.0,0.0,59000000.0,0.0,75000000.0,0.0,64000000.0,0.0,64000000.0,0.0,0.0,0.0,0.0,0.0
Earnings before Tax,-429411000.0,,490854000.0,,480594000.0,,537702000.0,,0.0,,0.0,0.0,369675000.0,42230000.0,0.0
Income Tax Expense,-7580000.0,,-19729000.0,,6376000.0,,155000.0,,383000.0,,0.0,0.0,2501000.0,824000.0,0.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0
Net Income,-47622000.0,-48000000.0,363839000.0,364000000.0,374893000.0,375000000.0,481335000.0,481000000.0,532666000.0,533000000.0,0.0,0.0,408438000.0,21329000.0,0.0
Preferred Dividends,15861000.0,,4455000.0,,3566000.0,,6208000.0,,19214000.0,,0.0,0.0,6693000.0,7644000.0,0.0
Net Income Com,-47622000.0,-48000000.0,363839000.0,364000000.0,374893000.0,375000000.0,481335000.0,481000000.0,532666000.0,533000000.0,0.0,0.0,408438000.0,21329000.0,0.0
EPS,-0.8,-0.80,4.43,4.43,4.47,4.47,5.26,5.26,5.02,5.02,0.0,0.0,4.13,0.14,0.0
EPS Diluted,-0.8,-0.80,4.36,4.36,4.34,4.34,5.08,5.08,4.94,4.94,0.0,0.0,3.99,0.14,0.0
Weighted Average Shs Out,79091376.0,79000000.0,81041974.0,81000000.0,83107236.0,83000000.0,90354745.0,90000000.0,102202274.0,102000000.0,0.0,0.0,97184110.0,98607439.0,0.0
Weighted Average Shs Out (Dil),79091376.0,79000000.0,82359460.0,82000000.0,86426760.0,86000000.0,94690271.0,95000000.0,103970289.0,104000000.0,0.0,0.0,102384923.0,100928284.0,0.0
Dividend per Share,1.56602408839,,1.4039067279,,1.30736128486,,1.23606151682,,3.46321053316,,0.0,0.0,1.07473831865,1.0670051618,0.0
Gross Margin,0.177785776866,,0.564048357165,,0.583062896195,,0.629734375255,,0.632188913576,,0.0,0.0,0.515044148166,0.00617075445275,0.0
EBITDA Margin,-0.156191455282,,0.195921747053,,0.1975429768,,0.250940232754,,0.248750539719,,0.0,0.0,0.203165993903,0.0134267015075,0.0
EBIT Margin,-0.153495873698,,0.200909971291,,0.204919930567,,0.257875558361,,0.246772343426,,0.0,0.0,0.198184192254,0.0111870821694,0.0
Profit Margin,-0.017022806815,,0.148921844468,,0.159850201064,,0.230842607771,,0.246772343426,,0.0,0.0,0.198184192254,0.0111870821694,0.0
Free Cash Flow margin,0.139313061006,,0.167898953566,,0.142629633941,,0.115955325396,,0.122895560501,,0.0,0.0,0.272970414396,0.28592648384,0.0
EBITDA,-436952000.0,,478667000.0,,463293000.0,,523241000.0,,536936000.0,,0.0,0.0,418705000.0,25599000.0,0.0
EBIT,-429411000.0,11000000,490854000.0,423000000,480594000.0,450000000,537702000.0,545000000,532666000.0,597000000,0.0,0.0,408438000.0,21329000.0,0.0
Consolidated Income,-47622000.0,-48000000.0,363839000.0,364000000.0,374893000.0,375000000.0,481335000.0,481000000.0,532666000.0,533000000.0,0.0,0.0,408438000.0,21329000.0,0.0
Earnings Before Tax Margin,-0.153495873698,,0.200909971291,,0.204919930567,,0.257875558361,,0.0,,0.0,0.0,0.179375428514,0.0221496779039,0.0
Net Profit Margin,-0.017022806815,,0.148921844468,,0.159850201064,,0.230842607771,,0.246772343426,,0.0,0.0,0.198184192254,0.0111870821694,0.0
