Date,2018-12-31,2017-12-31,2016-12-31
Revenue,437537000.0,421053000.0,414817000.0
Revenue Growth,0.0391494657442175,0.0150331350933062,
Cost of Revenue,129341000.0,119636000.0,123543000.0
Gross Profit,308196000.0,301417000.0,291274000.0
R&D Expenses,0.0,0.0,0.0
SG&A Expense,156023000.0,155336000.0,148093000.0
Operating Expenses,187547000.0,177694000.0,178818000.0
Operating Income,120649000.0,123723000.0,112456000.0
Interest Expense,23025000.0,22809000.0,26583000.0
Earnings before Tax,97797000.0,101108000.0,83392000.0
Income Tax Expense,26359000.0,38861000.0,38553000.0
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,71438000.0,62247000.0,44839000.0
Preferred Dividends,-640000.0,2344000.0,1028000.0
Net Income Com,72078000.0,59903000.0,43811000.0
EPS,1.95,1.64,1.17
EPS Diluted,1.87,1.56,1.12
Weighted Average Shs Out,41070920.0,36200000.0,36200000.0
Weighted Average Shs Out (Dil),36938943.0,36478759.0,37424111.0
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.7044,0.7159,0.7022
EBITDA Margin,0.327,0.347,0.326
EBIT Margin,0.2761,0.2943,0.2651
Profit Margin,0.165,0.142,0.106
Free Cash Flow margin,-0.0286,0.1425,0.1463
EBITDA,143154000.0,146121000.0,135045000.0
EBIT,120822000.0,123917000.0,109975000.0
Consolidated Income,71438000.0,62247000.0,44839000.0
Earnings Before Tax Margin,0.2235,0.2401,0.201
Net Profit Margin,0.1633,0.1478,0.1081
