Date,2018-12-31,2017-12-31
Revenue,383450.0,0.0
Revenue Growth,0.0,
Cost of Revenue,318011.0,0.0
Gross Profit,65439.0,-59000.0
R&D Expenses,3101432.0,2560000.0
SG&A Expense,6731396.0,5377000.0
Operating Expenses,10393537.0,
Operating Income,-10328098.0,-5693000.0
Interest Expense,4458191.0,
Earnings before Tax,-14831723.0,-2562000.0
Income Tax Expense,0.0,
Net Income - Non-Controlling int,-302762.0,
Net Income - Discontinued ops,0.0,
Net Income,-14831723.0,
Preferred Dividends,0.0,
Net Income Com,-14831723.0,-2547000.0
EPS,-0.53,-0.09
EPS Diluted,-0.53,-0.09
Weighted Average Shs Out,30116375.0,7679000.0
Weighted Average Shs Out (Dil),27909788.0,
Dividend per Share,0.0,
Gross Margin,0.1707,0.0
EBITDA Margin,-25.274,
EBIT Margin,-27.0532,
Profit Margin,-38.68,
Free Cash Flow margin,-40.8972,
EBITDA,-9691240.0,
EBIT,-10373532.0,
Consolidated Income,-15134485.0,
Earnings Before Tax Margin,-38.6797,0.0
Net Profit Margin,-38.6797,
