Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Depreciation & Amortization,14494000.0,12801000.0,9753000.0,7425000.0,3805000.0,2850000.0
Stock-based compensation,6337000.0,6096000.0,4301000.0,1007000.0,892000.0,247000.0
Operating Cash Flow,36268000.0,29371000.0,11500000.0,-6844000.0,475000.0,-4370000.0
Capital Expenditure,2102000.0,2213000.0,4242000.0,3694000.0,-6445000.0,-3630000.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-4039000.0,0.0,0.0
Investment purchases and sales,2641000.0,16474000.0,21337000.0,19259000.0,0.0,3423000.0
Investing Cash flow,-4644000.0,-22828000.0,-13065000.0,-59367000.0,-6476000.0,-265000.0
Issuance (repayment) of debt,-138000.0,-118000.0,-128000.0,-10241000.0,-24000.0,0.0
Issuance (buybacks) of shares,-21562000.0,-16109000.0,-10699000.0,-12063000.0,168000.0,83000.0
Dividend payments,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Financing Cash Flow,26346000.0,-1133000.0,201000.0,72862000.0,144000.0,11961000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,74076000.0,16109000.0,10699000.0,12063000.0,-5857000.0,7326000.0
Free Cash Flow,34166000.0,27158000.0,7258000.0,-10538000.0,-5970000.0,-8000000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.1325,0.1325
