Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Revenue,1114000000.0,1051600000.0,1026000000.0,930700000.0,852100000.0
Revenue Growth,0.0593381513883606,0.0249512670565302,0.102396045986892,0.0922426945194226,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0,0.0,852100000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0
SG&A Expense,0.0,0.0,0.0,0.0,514900000.0
Operating Expenses,849000000.0,789100000.0,793200000.0,740500000.0,823000000.0
Operating Income,265000000.0,262500000.0,232800000.0,190200000.0,29100000.0
Interest Expense,0.0,0.0,0.0,0.0,128700000.0
Earnings before Tax,206200000.0,192400000.0,158800000.0,95800000.0,-5300000.0
Income Tax Expense,37700000.0,-61800000.0,25800000.0,13400000.0,-5300000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,-107100000.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,800000.0
Net Income,168500000.0,182300000.0,45800000.0,20000000.0,0.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0
Net Income Com,168500000.0,182300000.0,45800000.0,20000000.0,0.0
EPS,1.14,2.06,0.69,0.0,
EPS Diluted,1.14,1.47,0.67,0.0,
Weighted Average Shs Out,147600000.0,88700000.0,65900000.0,0.0,
Weighted Average Shs Out (Dil),148200000.0,152400000.0,67900000.0,0.0,
Dividend per Share,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.0,0.0,0.0,0.0,1.0
EBITDA Margin,0.435457809695,0.449315329022,0.432553606238,0.413989470291,0.366
EBIT Margin,0.237881508079,0.249619627235,0.226900584795,0.20436230794,0.1448
Profit Margin,0.151256732496,0.17335488779,0.0446393762183,0.0214892016762,0.0
Free Cash Flow margin,0.364003590664,0.307816660327,0.280311890838,0.217685612979,-0.0557
EBITDA,485100000.0,472500000.0,443800000.0,385300000.0,312200000.0
EBIT,265000000.0,262500000.0,232800000.0,190200000.0,123400000.0
Consolidated Income,168500000.0,182300000.0,45800000.0,20000000.0,-107100000.0
Earnings Before Tax Margin,0.185098743268,0.182959300114,0.15477582846,0.102933276029,-0.0062
Net Profit Margin,0.151256732496,0.17335488779,0.0446393762183,0.0214892016762,0.0
