Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Revenue,958000.0,54618000.0,0.0,0.0,0.0,26239000.0,24980000.0,7144000.0
Revenue Growth,-0.982459994873485,0.0,0.0,0.0,-1,0.050400320256205,2.496640537514,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0,0.0,0.0,26239000.0,24980000.0,7144000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,22643000.0,20168000.0,17164000.0,14625000.0,11877000.0,15124000.0,14204000.0,16256000.0
Operating Expenses,22643000.0,20168000.0,17164000.0,14625000.0,11877000.0,26179000.0,25058000.0,31750000.0
Operating Income,17042000.0,10107000.0,9871000.0,7086000.0,8151000.0,60000.0,-78000.0,-24606000.0
Interest Expense,13289000.0,7684000.0,6032000.0,5723000.0,6573000.0,0.0,0.0,0.0
Earnings before Tax,17042000.0,10107000.0,9871000.0,7086000.0,8151000.0,60000.0,-78000.0,-24606000.0
Income Tax Expense,3127000.0,7528000.0,3495000.0,-16739000.0,2208000.0,475000.0,-1011000.0,1374000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,13915000.0,2579000.0,6376000.0,23825000.0,5943000.0,-415000.0,933000.0,-25980000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,13915000.0,2579000.0,6376000.0,23825000.0,5943000.0,-415000.0,933000.0,-25980000.0
EPS,2.02,0.39,0.98,3.64,0.91,,,
EPS Diluted,1.99,0.39,0.98,3.64,0.91,,,
Weighted Average Shs Out,6892207.0,6561699.0,6477284.0,6546375.0,6546375.0,,,
Weighted Average Shs Out (Dil),7007925.0,6658614.0,6489931.0,6546375.0,6546375.0,,,
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
EBITDA Margin,14.3705636743,0.0905745358673,0.0,0.0,0.0,0.035,0.029,-3.316
EBIT Margin,17.7891440501,0.185048884983,0.0,0.0,0.0,0.0023,-0.0031,-3.4443
Profit Margin,14.5250521921,0.0472188655755,0.0,0.0,0.0,-0.016,0.037,-3.637
Free Cash Flow margin,6.41440501044,0.313010362884,0.0,0.0,0.0,0.1826,0.4894,1.8677
EBITDA,13767000.0,4947000.0,8987000.0,6349000.0,10422000.0,908000.0,727000.0,-23687000.0
EBIT,17042000.0,10107000.0,9871000.0,7086000.0,8151000.0,60000.0,-78000.0,-24606000.0
Consolidated Income,13915000.0,2579000.0,6376000.0,23825000.0,5943000.0,-415000.0,933000.0,-25980000.0
Earnings Before Tax Margin,17.7891440501,0.185048884983,0.0,0.0,0.0,0.0023,-0.0031,-3.4443
Net Profit Margin,14.5250521921,0.0472188655755,0.0,0.0,0.0,-0.0158,0.0373,-3.6366
