Date,2018-12-31,2017-12-31,2016-12-31
Revenue,14323920.0,7578876.0,6669024.0
Revenue Growth,0.889979463973286,0.136429558508112,
Cost of Revenue,0.0,0.0,0.0
Gross Profit,0.0,7578876.0,6669024.0
R&D Expenses,45193830.0,28792902.0,19942194.0
SG&A Expense,12932168.0,3546241.0,3196250.0
Operating Expenses,58125998.0,32339143.0,23138444.0
Operating Income,-43802078.0,-24760267.0,-16469420.0
Interest Expense,57440.0,50357.0,67404.0
Earnings before Tax,0.0,-24049206.0,-14438051.0
Income Tax Expense,0.0,0.0,-87408.0
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-41480466.0,-24049206.0,-14350643.0
Preferred Dividends,0.0,4570431.0,-1997020.0
Net Income Com,-41480466.0,-28619637.0,-12353623.0
EPS,-25.45,-15.08,-2.0
EPS Diluted,-25.45,-15.08,-2.0
Weighted Average Shs Out,9422799.0,31185000.0,31185000.0
Weighted Average Shs Out (Dil),9422799.0,1897544.0,6167045.0
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.0,1.0,1.0
EBITDA Margin,-3.0074249926,-3.121,-2.089
EBIT Margin,-3.05796723243,-3.1665,-2.1548
Profit Margin,-2.89588785751,-3.776,-1.852
Free Cash Flow margin,-1.32284535239,0.5411,-2.9479
EBITDA,-43078115.0,-23651454.0,-13934318.0
EBIT,-43802078.0,-23998849.0,-14370647.0
Consolidated Income,-41480466.0,-24049206.0,-14350643.0
Earnings Before Tax Margin,0.0,-3.1732,-2.1649
Net Profit Margin,-2.89588785751,-3.1732,-2.1518
