Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Depreciation & Amortization,28092000.0,14421000.0,11674000.0,13180000.0,1587000.0,0.0
Stock-based compensation,805000.0,435000.0,0.0,0.0,0.0,176000.0
Operating Cash Flow,14867000.0,7581000.0,220000.0,-4351000.0,-5305000.0,-2924000.0
Capital Expenditure,0.0,0.0,-850000.0,-558000.0,-154218000.0,0.0
Acquisitions and disposals,-0.0,-0.0,6063000.0,2178000.0,1468000.0,-3778000.0
Investment purchases and sales,-5054000.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-141923000.0,-173891000.0,-1632000.0,1620000.0,-152750000.0,-3778000.0
Issuance (repayment) of debt,-34682000.0,-30000000.0,1655000.0,0.0,165000000.0,0.0
Issuance (buybacks) of shares,12789000.0,39644000.0,0.0,0.0,1096000.0,6794000.0
Dividend payments,-11083000.0,-1755000.0,0.0,0.0,0.0,0.0
Financing Cash Flow,122854000.0,178284000.0,1655000.0,-1545000.0,162763000.0,6794000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-4202000.0,11974000.0,243000.0,-4276000.0,4708000.0,92000.0
Free Cash Flow,14867000.0,7581000.0,-630000.0,-4909000.0,-159523000.0,-2924000.0
Net Cash/Marketcap,0.0,0.0,-3.5868,-3.5868,-3.5868,-3.5868
