Date,2019-11-01,2018-11-02,2017-11-03,2016-10-28,2015-10-30,2014-10-31,2013-11-01,2012-11-02,2011-10-28,2010-10-29,2009-10-30
Revenue,188785000.0,174257000.0,167223000.0,140063000.0,130448000.0,133401000.0,129003000.0,127355000.0,118263000.0,117655000.0,122665000.0
Revenue Growth,0.083371112781696,0.0420635917308026,0.19391273926733,0.073707530970195,-0.0221362658450836,0.0340922304132462,0.0129402065093636,0.0768794973914073,0.00516765118354511,-0.0408429462356825,0.0138
Cost of Revenue,127121000.0,117751000.0,105637000.0,84850000.0,83579000.0,94744000.0,83566000.0,83059000.0,80736000.0,70563000.0,73072000.0
Gross Profit,61664000.0,56506000.0,61586000.0,55213000.0,46869000.0,38657000.0,45437000.0,44296000.0,37527000.0,47092000.0,49593000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,52837000.0,49929000.0,48758000.0,44377000.0,38751000.0,43089000.0,42352000.0,40280000.0,38639000.0,41569000.0,42551000.0
Operating Expenses,52837000.0,49929000.0,48758000.0,44377000.0,38751000.0,43089000.0,42352000.0,40280000.0,38639000.0,41569000.0,42551000.0
Operating Income,8537000.0,12813000.0,12828000.0,10836000.0,8118000.0,-4432000.0,3085000.0,4016000.0,-443000.0,5523000.0,7042000.0
Interest Expense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Earnings before Tax,8537000.0,12813000.0,12828000.0,10836000.0,8118000.0,-4432000.0,3085000.0,4016000.0,-1112000.0,5523000.0,7042000.0
Income Tax Expense,2053000.0,6296000.0,3999000.0,3066000.0,-7324000.0,-88000.0,169000.0,365000.0,-669000.0,1204000.0,255000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,6484000.0,6517000.0,8829000.0,7770000.0,15442000.0,-4344000.0,2916000.0,3651000.0,-443000.0,4319000.0,6787000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,6484000.0,6517000.0,8829000.0,7770000.0,15442000.0,-4344000.0,2916000.0,3651000.0,-443000.0,4319000.0,6787000.0
EPS,0.71,0.72,0.97,0.86,1.7,-0.48,0.32,0.4,-0.05,0.46,0.72
EPS Diluted,0.71,0.72,0.97,0.86,1.7,-0.48,0.32,0.4,-0.05,0.46,0.72
Weighted Average Shs Out,9076832.0,9076832.0,9076832.0,9077606.0,9098742.0,9123593.0,9151939.0,9182738.0,9277515.0,9329887.0,9376194.0
Weighted Average Shs Out (Dil),9076832.0,9076832.0,9076832.0,9077606.0,9098742.0,9123593.0,9151939.0,9182738.0,9277515.0,9334004.0,9411181.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0500440398477,0.0,0.100457935126,0.1,0.0
Gross Margin,0.326636120454,0.32426817861,0.368286659132,0.394201180897,0.359292591684,0.289780436429,0.352216615117,0.347815162341,0.317318180665,0.4003,0.4043
EBITDA Margin,0.0672193235691,0.0961396098865,0.0968407455912,0.0990911232802,0.0856126579173,-0.0120313940675,0.0412471027806,0.0450080483687,0.0114913371046,0.065,0.08
EBIT Margin,0.0452207537675,0.0735293273728,0.0767119355591,0.0773651856665,0.062231693855,-0.0332231392568,0.0239141725386,0.0315339012995,-0.00374588840128,0.0469,0.0574
Profit Margin,0.0343459490955,0.0373987845538,0.0527977610735,0.0554750362337,0.118376671164,-0.0325634740369,0.0226041254855,0.0286678968238,-0.00374588840128,0.037,0.055
Free Cash Flow margin,-0.097952697513,-0.0567093430967,0.0310663006883,0.00901023111029,0.0464246289709,-0.0592049534861,0.0291466089936,0.0144635075184,-0.019617293659,0.0254,0.0668
EBITDA,12690000.0,16753000.0,16194000.0,13879000.0,11168000.0,-1605000.0,5321000.0,5732000.0,1359000.0,7691000.0,9775000.0
EBIT,8537000.0,12813000.0,12828000.0,10836000.0,8118000.0,-4432000.0,3085000.0,4016000.0,-443000.0,5523000.0,7042000.0
Consolidated Income,6484000.0,6517000.0,8829000.0,7770000.0,15442000.0,-4344000.0,2916000.0,3651000.0,-443000.0,4319000.0,6787000.0
Earnings Before Tax Margin,0.0452207537675,0.0735293273728,0.0767119355591,0.0773651856665,0.062231693855,-0.0332231392568,0.0239141725386,0.0315339012995,-0.0094027717883,0.0469,0.0574
Net Profit Margin,0.0343459490955,0.0373987845538,0.0527977610735,0.0554750362337,0.118376671164,-0.0325634740369,0.0226041254855,0.0286678968238,-0.00374588840128,0.0367,0.0553
