Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,83700000.0,220100000.0,43200000.0,155100000.0,111400000.0,175700000.0,151300000.0,184900000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,83700000.0,220100000.0,43200000.0,155100000.0,111400000.0,175700000.0,151300000.0,184900000.0
Receivables,465500000.0,453000000.0,375300000.0,324100000.0,357700000.0,359300000.0,329200000.0,363800000.0
Inventories,533600000.0,411900000.0,352200000.0,304600000.0,342500000.0,330600000.0,308600000.0,309000000.0
Total current assets,1131600000.0,1131400000.0,810000000.0,818900000.0,867000000.0,921600000.0,831800000.0,898400000.0
Property Plant & Equipment Net,296200000.0,265400000.0,255100000.0,184500000.0,179800000.0,164200000.0,146100000.0,147100000.0
Goodwill and Intangible Assets,176000000.0,115200000.0,106900000.0,3600000.0,4100000.0,0.0,0.0,0.0
Long-term investments,4100000.0,9400000.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,26300000.0,16600000.0,43900000.0,32700000.0,11400000.0,10200000.0,16000000.0,21200000.0
Total non-current assets,610500000.0,516500000.0,477100000.0,277000000.0,253800000.0,239700000.0,232600000.0,218600000.0
Total assets,1742100000.0,1647900000.0,1287100000.0,1095900000.0,1120800000.0,1161300000.0,1064400000.0,1117000000.0
Payables,415500000.0,385800000.0,242400000.0,279600000.0,331600000.0,340300000.0,285900000.0,318100000.0
Short-term debt,78100000.0,68400000.0,50000000.0,33500000.0,19500000.0,23800000.0,35300000.0,171400000.0
Total current liabilities,776200000.0,692400000.0,576500000.0,505200000.0,553500000.0,609800000.0,507100000.0,661200000.0
Long-term debt,210100000.0,216200000.0,82200000.0,19600000.0,12000000.0,6700000.0,106900000.0,54600000.0
Total debt,288200000.0,284600000.0,132200000.0,53100000.0,31500000.0,30500000.0,142200000.0,226000000.0
Deferred revenue,61800000.0,0.0,0.0,0.0,0.0,7400000.0,11300000.0,9900000.0
Tax Liabilities,15200000.0,10900000.0,11200000.0,3800000.0,4300000.0,5300000.0,6800000.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,358100000.0,338500000.0,183300000.0,110500000.0,88900000.0,72600000.0,158200000.0,158700000.0
Total liabilities,1214700000.0,1082400000.0,823300000.0,635100000.0,666300000.0,711500000.0,723100000.0,819900000.0
Other comprehensive income,297500000,292400000,282800000,277900000,275100000,317300000,306200000,-51600000.0
Retained earnings (deficit),407300000.0,389100000.0,360300000.0,336700000.0,280400000.0,188400000.0,95100000.0,-2900000.0
Total shareholders equity,527400000.0,565500000.0,463800000.0,460800000.0,454500000.0,449800000.0,341300000.0,296300000.0
Investments,4100000.0,9400000.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,204500000.0,64500000.0,89000000.0,-102000000.0,-79900000.0,-145200000.0,-9100000.0,41100000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40700000.0
Other Liabilities,80400000.0,51500000.0,63500000.0,19400000.0,23900000.0,29100000.0,57800000.0,171700000.0
