Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Depreciation & Amortization,1817000.0,2490000.0,1931000.0,114000.0,2327000.0,276000.0,270000.0
Stock-based compensation,5400000.0,2800000.0,3811000.0,3052000.0,894000.0,0.0,0.0
Operating Cash Flow,16217000.0,12399000.0,14420000.0,24063000.0,-196426000.0,-42428000.0,-117314000.0
Capital Expenditure,56000.0,73000.0,1935000.0,795000.0,521000.0,-918000.0,-140000.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Investment purchases and sales,0.0,-3589000.0,-1198000.0,101000.0,-448258000.0,0.0,0.0
Investing Cash flow,34733000.0,19360000.0,49719000.0,-299000.0,-521000.0,-918000.0,-10140000.0
Issuance (repayment) of debt,-0.0,-44800000.0,-50513000.0,-1250000.0,-51937000.0,44959000.0,4695000.0
Issuance (buybacks) of shares,0.0,-3589000.0,-1198000.0,101000.0,-87206000.0,0.0,0.0
Dividend payments,-0.0,-5766000.0,-5521000.0,-4113000.0,-0.0,-41734000.0,-14171000.0
Financing Cash Flow,-33731000.0,4404000.0,-14473000.0,-39282000.0,278758000.0,47449000.0,127412000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,17219000.0,36163000.0,49666000.0,-15518000.0,81811000.0,4103000.0,-42000.0
Free Cash Flow,16161000.0,12326000.0,12485000.0,23268000.0,-196947000.0,-43346000.0,-117454000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,-3.0919,-3.0919
