Date,2018-12-31,2017-12-31
Depreciation & Amortization,51000.0,45000.0
Stock-based compensation,155000.0,38000.0
Operating Cash Flow,-11695000.0,-9827000.0
Capital Expenditure,-212000.0,-77000.0
Acquisitions and disposals,0.0,0.0
Investment purchases and sales,-46542000.0,0.0
Investing Cash flow,-46754000.0,-77000.0
Issuance (repayment) of debt,250000.0,7750000.0
Issuance (buybacks) of shares,24000.0,0.0
Dividend payments,0.0,0.0
Financing Cash Flow,75928000.0,7750000.0
Effect of forex changes on cash,0.0,0.0
Net cash flow / Change in cash,17479000.0,-2154000.0
Free Cash Flow,-11907000.0,-9904000.0
Net Cash/Marketcap,0.0689,0.0689
